transaction_id,source_row_index,step,type,amount,oldbalanceOrg,oldbalanceDest,node_profile,cpu_limit,memory_mb,repetition,status,service_time_ms,schema_validation_ms,security_authorization_ms,begin_db_transaction_ms,idempotency_check_ms,account_lookup_ms,type_specific_validation_ms,state_update_ms,ledger_update_ms,audit_log_ms,completion_record_ms,commit_ms,rollback_ms,error_type,error_message
0cfc0319-2ffc-5f74-b250-8430b05f4baa,58,1,TRANSFER,62610.8,79114.0,517.0,High,1.0,4096,1,SUCCESS,34.803405,0.001853,13.395333,0.001863,0.008427,0.028287,21.265179,0.03217,0.0134,0.018219,0.013385,0.00359,,,
0cfc0319-2ffc-5f74-b250-8430b05f4baa,58,1,TRANSFER,62610.8,79114.0,517.0,High,1.0,4096,2,SUCCESS,35.878785,0.001449,14.403984,0.001765,0.007013,0.013614,21.349842,0.034394,0.014132,0.020477,0.01322,0.003654,,,
0cfc0319-2ffc-5f74-b250-8430b05f4baa,58,1,TRANSFER,62610.8,79114.0,517.0,High,1.0,4096,3,SUCCESS,36.070166,0.001592,14.646795,0.001867,0.007482,0.015226,21.282751,0.038003,0.01475,0.021239,0.016518,0.004317,,,
0cfc0319-2ffc-5f74-b250-8430b05f4baa,58,1,TRANSFER,62610.8,79114.0,517.0,High,1.0,4096,4,SUCCESS,36.842615,0.001976,15.158292,0.002361,0.008223,0.016951,21.537626,0.037031,0.015904,0.022949,0.017172,0.004516,,,
0cfc0319-2ffc-5f74-b250-8430b05f4baa,58,1,TRANSFER,62610.8,79114.0,517.0,High,1.0,4096,5,SUCCESS,37.08255,0.00212,15.557367,0.002216,0.008467,0.017559,21.372618,0.03499,0.02051,0.021406,0.017078,0.004148,,,
22ec8097-3f82-5206-b27a-1716510f8a15,390,1,CASH_IN,228451.89,143236.26,719678.38,High,1.0,4096,1,SUCCESS,21.475504,0.002518,13.506401,0.00189,0.007318,0.014583,7.853043,0.033876,0.008871,0.017161,0.012875,0.003552,,,
22ec8097-3f82-5206-b27a-1716510f8a15,390,1,CASH_IN,228451.89,143236.26,719678.38,High,1.0,4096,2,SUCCESS,21.338636,0.002043,13.406704,0.001716,0.006238,0.01301,7.822459,0.03343,0.008141,0.016518,0.011902,0.003353,,,
22ec8097-3f82-5206-b27a-1716510f8a15,390,1,CASH_IN,228451.89,143236.26,719678.38,High,1.0,4096,3,SUCCESS,21.228341,0.001781,13.369069,0.001578,0.00606,0.012164,7.745572,0.035674,0.008831,0.019379,0.011723,0.003522,,,
22ec8097-3f82-5206-b27a-1716510f8a15,390,1,CASH_IN,228451.89,143236.26,719678.38,High,1.0,4096,4,SUCCESS,21.364466,0.001877,14.527762,0.002246,0.007,0.014477,6.724637,0.031953,0.008064,0.016335,0.012393,0.003252,,,
22ec8097-3f82-5206-b27a-1716510f8a15,390,1,CASH_IN,228451.89,143236.26,719678.38,High,1.0,4096,5,SUCCESS,21.319954,0.002029,14.467019,0.001969,0.006743,0.013537,6.743669,0.031951,0.007936,0.016147,0.012138,0.003224,,,
4c47fd72-93b9-5bbe-8da2-5611d12202e7,0,1,PAYMENT,9839.64,170136.0,0.0,High,1.0,4096,1,SUCCESS,24.835797,0.002859,14.602396,0.001804,0.006819,0.01425,10.11098,0.034699,0.01342,0.016987,0.01429,0.003618,,,
4c47fd72-93b9-5bbe-8da2-5611d12202e7,0,1,PAYMENT,9839.64,170136.0,0.0,High,1.0,4096,2,SUCCESS,25.491436,0.0017,15.284624,0.001641,0.006868,0.013867,10.090501,0.03256,0.013356,0.016239,0.012975,0.003575,,,
4c47fd72-93b9-5bbe-8da2-5611d12202e7,0,1,PAYMENT,9839.64,170136.0,0.0,High,1.0,4096,3,SUCCESS,25.759568,0.001662,14.561503,0.001751,0.006721,0.013663,11.080792,0.033812,0.012069,0.017739,0.012449,0.003683,,,
4c47fd72-93b9-5bbe-8da2-5611d12202e7,0,1,PAYMENT,9839.64,170136.0,0.0,High,1.0,4096,4,SUCCESS,28.007788,0.001392,17.610121,0.00268,0.008099,0.018467,10.247621,0.038244,0.014058,0.018396,0.01379,0.004459,,,
4c47fd72-93b9-5bbe-8da2-5611d12202e7,0,1,PAYMENT,9839.64,170136.0,0.0,High,1.0,4096,5,SUCCESS,25.340042,0.001779,14.958721,0.002177,0.007334,0.014639,10.255662,0.033664,0.013982,0.018167,0.013798,0.003683,,,
538a51c5-17e0-5514-b8f8-4932adef1d87,2,1,TRANSFER,181.0,181.0,0.0,High,1.0,4096,1,SUCCESS,35.796799,0.002964,14.475177,0.00185,0.006996,0.014753,21.198693,0.031638,0.013511,0.018399,0.014515,0.003651,,,
538a51c5-17e0-5514-b8f8-4932adef1d87,2,1,TRANSFER,181.0,181.0,0.0,High,1.0,4096,2,SUCCESS,36.58457,0.00172,15.21668,0.001958,0.007142,0.014414,21.249281,0.030748,0.013312,0.017821,0.013542,0.003551,,,
538a51c5-17e0-5514-b8f8-4932adef1d87,2,1,TRANSFER,181.0,181.0,0.0,High,1.0,4096,3,SUCCESS,35.873052,0.001563,14.607683,0.001746,0.00676,0.012996,21.15371,0.028324,0.013558,0.017308,0.012347,0.003295,,,
538a51c5-17e0-5514-b8f8-4932adef1d87,2,1,TRANSFER,181.0,181.0,0.0,High,1.0,4096,4,SUCCESS,34.7756,0.001895,13.469905,0.001774,0.006662,0.013259,21.189503,0.031263,0.012958,0.017892,0.012747,0.003597,,,
538a51c5-17e0-5514-b8f8-4932adef1d87,2,1,TRANSFER,181.0,181.0,0.0,High,1.0,4096,5,SUCCESS,36.181769,0.001983,14.703495,0.002051,0.007936,0.016796,21.32982,0.035738,0.016123,0.024491,0.018175,0.00489,,,
7cea622d-3b84-505d-9c0d-579d30336375,21,1,DEBIT,9302.79,11299.0,29832.0,High,1.0,4096,1,SUCCESS,31.412383,0.002544,13.445541,0.001774,0.007049,0.014556,17.840495,0.035641,0.013192,0.018846,0.01417,0.003635,,,
7cea622d-3b84-505d-9c0d-579d30336375,21,1,DEBIT,9302.79,11299.0,29832.0,High,1.0,4096,2,SUCCESS,33.273783,0.002057,14.559004,0.001966,0.006462,0.01426,18.530476,0.051098,0.01324,0.044063,0.030062,0.004733,,,
7cea622d-3b84-505d-9c0d-579d30336375,21,1,DEBIT,9302.79,11299.0,29832.0,High,1.0,4096,3,SUCCESS,31.44533,0.001748,14.467408,0.002009,0.007892,0.014551,16.84854,0.036269,0.013508,0.019911,0.013898,0.003867,,,
7cea622d-3b84-505d-9c0d-579d30336375,21,1,DEBIT,9302.79,11299.0,29832.0,High,1.0,4096,4,SUCCESS,31.643833,0.001967,13.549924,0.001831,0.006972,0.014183,17.971645,0.035889,0.012946,0.018011,0.012497,0.00366,,,
7cea622d-3b84-505d-9c0d-579d30336375,21,1,DEBIT,9302.79,11299.0,29832.0,High,1.0,4096,5,SUCCESS,32.379312,0.001578,14.416678,0.001854,0.007119,0.012752,17.846359,0.033948,0.012496,0.017731,0.0113,0.003355,,,
84b2de13-d56e-5802-bbea-6a9c126d197a,9,1,DEBIT,5337.77,41720.0,41898.0,High,1.0,4096,1,SUCCESS,32.50735,0.003228,14.532802,0.001852,0.006826,0.014124,17.845305,0.037233,0.013453,0.018591,0.015625,0.003687,,,
84b2de13-d56e-5802-bbea-6a9c126d197a,9,1,DEBIT,5337.77,41720.0,41898.0,High,1.0,4096,2,SUCCESS,31.661998,0.002486,13.566861,0.001745,0.006598,0.013784,17.971892,0.036201,0.013347,0.018602,0.013135,0.003698,,,
84b2de13-d56e-5802-bbea-6a9c126d197a,9,1,DEBIT,5337.77,41720.0,41898.0,High,1.0,4096,3,SUCCESS,32.650616,0.00202,14.586233,0.00188,0.007193,0.014298,17.933496,0.037964,0.013869,0.020722,0.013919,0.003821,,,
84b2de13-d56e-5802-bbea-6a9c126d197a,9,1,DEBIT,5337.77,41720.0,41898.0,High,1.0,4096,4,SUCCESS,32.754924,0.002041,14.521729,0.003898,0.008555,0.017022,18.08855,0.04006,0.014457,0.021856,0.015073,0.004531,,,
84b2de13-d56e-5802-bbea-6a9c126d197a,9,1,DEBIT,5337.77,41720.0,41898.0,High,1.0,4096,5,SUCCESS,31.517097,0.00227,13.46873,0.001776,0.006506,0.014607,17.928382,0.035242,0.012934,0.017399,0.012556,0.003568,,,
84bc550d-9bc7-5b80-81d3-906a3d089c2c,3,1,CASH_OUT,181.0,181.0,21182.0,High,1.0,4096,1,SUCCESS,29.164124,0.002988,14.43841,0.001776,0.007283,0.018037,14.580653,0.045651,0.013394,0.021588,0.01531,0.003849,,,
84bc550d-9bc7-5b80-81d3-906a3d089c2c,3,1,CASH_OUT,181.0,181.0,21182.0,High,1.0,4096,2,SUCCESS,28.354785,0.001724,13.575146,0.002011,0.006716,0.014458,14.633839,0.054721,0.013617,0.018891,0.014079,0.00447,,,
84bc550d-9bc7-5b80-81d3-906a3d089c2c,3,1,CASH_OUT,181.0,181.0,21182.0,High,1.0,4096,3,SUCCESS,30.206258,0.002133,14.676903,0.001995,0.007785,0.015898,15.359244,0.054489,0.023604,0.022804,0.017219,0.004951,,,
84bc550d-9bc7-5b80-81d3-906a3d089c2c,3,1,CASH_OUT,181.0,181.0,21182.0,High,1.0,4096,4,SUCCESS,28.095042,0.002326,13.481249,0.00171,0.007174,0.01423,14.490804,0.035134,0.013265,0.018925,0.013,0.003352,,,
84bc550d-9bc7-5b80-81d3-906a3d089c2c,3,1,CASH_OUT,181.0,181.0,21182.0,High,1.0,4096,5,SUCCESS,29.063335,0.001809,14.480751,0.001803,0.00694,0.013912,14.464407,0.034936,0.012571,0.016496,0.012248,0.003429,,,
94dc0552-c337-5087-9d12-6ab55c270d00,389,1,CASH_IN,143236.26,0.0,608932.17,High,1.0,4096,1,SUCCESS,21.798027,0.003711,14.769447,0.003072,0.011041,0.021908,6.869056,0.040026,0.009237,0.019076,0.017119,0.004328,,,
94dc0552-c337-5087-9d12-6ab55c270d00,389,1,CASH_IN,143236.26,0.0,608932.17,High,1.0,4096,2,SUCCESS,21.77274,0.002884,14.751462,0.002928,0.010491,0.020894,6.86027,0.040983,0.01159,0.019419,0.017969,0.00446,,,
94dc0552-c337-5087-9d12-6ab55c270d00,389,1,CASH_IN,143236.26,0.0,608932.17,High,1.0,4096,3,SUCCESS,21.534295,0.003007,14.557005,0.001893,0.006933,0.013488,6.821416,0.037765,0.010079,0.02463,0.03112,0.004301,,,
94dc0552-c337-5087-9d12-6ab55c270d00,389,1,CASH_IN,143236.26,0.0,608932.17,High,1.0,4096,4,SUCCESS,21.262565,0.002118,14.405169,0.001814,0.006962,0.014688,6.744675,0.03297,0.008285,0.016632,0.011863,0.00338,,,
94dc0552-c337-5087-9d12-6ab55c270d00,389,1,CASH_IN,143236.26,0.0,608932.17,High,1.0,4096,5,SUCCESS,21.393147,0.002056,14.599722,0.001937,0.006499,0.013788,6.684204,0.031905,0.008129,0.016455,0.011496,0.003324,,,
dc657fb4-42d9-56de-8897-98d0fef45042,1,1,PAYMENT,1864.28,21249.0,0.0,High,1.0,4096,1,SUCCESS,25.880636,0.002184,14.659717,0.002088,0.007072,0.014168,11.095285,0.0353,0.013622,0.018434,0.013293,0.00369,,,
dc657fb4-42d9-56de-8897-98d0fef45042,1,1,PAYMENT,1864.28,21249.0,0.0,High,1.0,4096,2,SUCCESS,24.626094,0.001946,13.401697,0.001843,0.006399,0.012917,11.107975,0.03363,0.012571,0.017584,0.012243,0.003352,,,
dc657fb4-42d9-56de-8897-98d0fef45042,1,1,PAYMENT,1864.28,21249.0,0.0,High,1.0,4096,3,SUCCESS,24.746075,0.001541,14.544268,0.001818,0.006723,0.013739,10.085104,0.033441,0.012353,0.01697,0.011886,0.003494,,,
dc657fb4-42d9-56de-8897-98d0fef45042,1,1,PAYMENT,1864.28,21249.0,0.0,High,1.0,4096,4,SUCCESS,25.686847,0.002024,14.436936,0.001725,0.006407,0.012945,11.128312,0.03346,0.012246,0.017682,0.012182,0.00751,,,
dc657fb4-42d9-56de-8897-98d0fef45042,1,1,PAYMENT,1864.28,21249.0,0.0,High,1.0,4096,5,SUCCESS,24.883442,0.001413,13.605823,0.00164,0.006495,0.013153,11.164543,0.032549,0.012091,0.017008,0.011497,0.003358,,,
fd9f804b-556d-5363-a2af-a50d86cf6000,70,1,CASH_OUT,47458.86,209534.84,52120.0,High,1.0,4096,1,SUCCESS,28.107578,0.002742,14.472026,0.001854,0.006963,0.013974,13.515567,0.033741,0.013449,0.016563,0.013666,0.003515,,,
fd9f804b-556d-5363-a2af-a50d86cf6000,70,1,CASH_OUT,47458.86,209534.84,52120.0,High,1.0,4096,2,SUCCESS,29.133489,0.001629,14.494962,0.001753,0.006574,0.013225,14.520424,0.034737,0.01273,0.017172,0.012986,0.003471,,,
fd9f804b-556d-5363-a2af-a50d86cf6000,70,1,CASH_OUT,47458.86,209534.84,52120.0,High,1.0,4096,3,SUCCESS,27.967343,0.00165,14.435545,0.001681,0.006641,0.013047,13.416214,0.034162,0.012585,0.017305,0.011746,0.003365,,,
fd9f804b-556d-5363-a2af-a50d86cf6000,70,1,CASH_OUT,47458.86,209534.84,52120.0,High,1.0,4096,4,SUCCESS,29.155695,0.001431,14.535341,0.001691,0.00644,0.01701,14.502961,0.033488,0.012322,0.016802,0.011632,0.003251,,,
fd9f804b-556d-5363-a2af-a50d86cf6000,70,1,CASH_OUT,47458.86,209534.84,52120.0,High,1.0,4096,5,SUCCESS,28.244152,0.001431,13.504524,0.001602,0.006244,0.012501,14.613886,0.036677,0.014438,0.020844,0.013513,0.004016,,,
