transaction_id,High,Low,Medium,ordering_ok,low_minus_medium_ms,medium_minus_high_ms,low_vs_medium_pct,medium_vs_high_pct
002b9f71-04f1-5937-9c16-3470136dd6dc,34.735521,59.558783,47.279159,True,12.279623999999998,12.543638000000001,25.97259397105604,36.11184642948066
006ca6d7-2113-5e40-8812-de583cc5c117,35.192886,59.519256,48.003524,True,11.515732,12.810637999999997,23.989347115432608,36.40121472277095
006ec7c4-7bbd-55ba-9138-807e1c4c988e,36.525243,58.628935,46.216302,True,12.412633,9.691058999999996,26.857694066478967,26.532496991190435
0087127e-c89f-572e-972a-057dd92716c6,32.302378,51.480569,40.907439,True,10.573130000000006,8.605061,25.84647256945126,26.639094496386612
011ecbf6-dc71-5b19-b123-7c2fb2411afa,34.016948,56.292347,46.997789,True,9.294558000000002,12.980840999999998,19.77658566023181,38.15992251862219
01440b5a-8496-54c3-acb3-e315e21312d5,32.080032,50.804875,40.944555,True,9.860320000000002,8.864522999999998,24.08212764798641,27.632525428902312
01c21ab9-0508-5411-a641-0f98dacce6ba,30.659332,52.632105,40.643008,True,11.989097000000001,9.983676000000003,29.49854745003126,32.563253498151894
027edc78-b22f-5a49-8bea-93a58d26fd20,20.522681,37.720026,27.884205,True,9.835820999999996,7.361524000000003,35.27380823659844,35.87018674606892
02f15c4d-03d8-5ae0-8951-33b67a411614,21.638728,39.44726,28.885096,True,10.562164,7.246368,36.56613777568889,33.487957332797016
030ad86f-64cb-5dc0-b815-5c6c312ed82a,30.98147,50.496427,41.697494,True,8.798932999999998,10.716023999999997,21.10182688676686,34.58849434839598
0312ed91-0dbc-53d9-9595-9a0bb2c6ad4c,24.249899,41.019319,31.195826,True,9.823493000000003,6.945927000000001,31.489767252836977,28.643117235251168
0331c0ca-4ed3-5b7e-9af1-ea42c5f3eea7,20.584487,35.328827,28.191534,True,7.137292999999996,7.6070470000000014,25.317150177070875,36.95524207137152
034ace7a-2692-5f1c-b3e6-e789af5d2944,34.49264,59.85752,44.567274,True,15.290246000000003,10.074633999999996,34.30823702611922,29.20806873582305
03772058-7cd6-5f74-aea1-f5639c71f661,34.731139,59.610018,45.675302,True,13.934715999999995,10.944163000000003,30.508207696141763,31.511097289380587
03800b45-8301-53c2-9f30-6b7dd80497ae,21.161629,31.401046,27.246777,True,4.154268999999999,6.085148,15.246827175192129,28.75557453540084
03c2d846-b2d7-57e1-8ffc-2c800782ab44,27.190341,42.573071,37.59729,True,4.975780999999998,10.406949000000001,13.234413969730257,38.274433557122364
04147f2c-067b-5551-99e6-2a9106a91ad3,21.250065,35.748624,27.548608,True,8.200015999999998,6.298543000000002,29.765627359465846,29.640111689070135
044c92c1-f354-5ff1-b135-2fda326aba5d,35.492888,57.666637,47.761104,True,9.905532999999998,12.268216000000002,20.739748813176508,34.56527966954958
048c2934-3022-5d0d-a6ea-c03796b449ed,28.174795,45.633336,36.958512,True,8.674824000000001,8.783717,23.47178912397772,31.175797374923224
05089c32-86d3-566e-8442-8504f02a4fdf,24.204766,39.51519,33.547559,True,5.967630999999997,9.342793,17.788569952287727,38.59898087839395
052c87ae-edb7-509d-ad69-c6647c7988eb,31.480106,51.042453,40.121395,True,10.921058000000002,8.641289,27.220035594475224,27.449999691868893
0531499a-3c32-5e9e-a341-4315f9e6ccf4,34.18875,57.113029,44.596166,True,12.516863,10.407415999999998,28.06712801275339,30.44105444042265
056650cb-a96b-5432-815e-2fcc7faddedd,31.488615,51.421558,40.377996,True,11.043561999999994,8.889381000000004,27.35044602015413,28.230460437843973
05fbb944-dcb6-57f8-b0a9-9028d6250294,32.861591,51.296114,41.068831,True,10.227283,8.207240000000006,24.90278576470803,24.975175425925077
060ffd69-8ab6-5349-a202-db2e986ce3b8,34.075977,57.117874,44.450174,True,12.667700000000004,10.374196999999995,28.498651096393917,30.44431271919216
070e8076-9505-57fa-9781-f3f170b49d1c,36.986262,58.010082,43.985017,True,14.025064999999998,6.998754999999996,31.886005636874025,18.922579956849912
077472d9-90f6-5173-aaeb-5fa51f9684f5,34.133379,57.530325,43.769847,True,13.760477999999999,9.636468,31.43825931125599,28.231802072686683
07960d88-70bc-5a15-bc6d-8b89673096e9,28.038303,48.015214,36.260674,True,11.754539999999999,8.222371000000003,32.41677195520414,29.325494485169102
07b89b9e-50a4-5022-8e6d-b89b3f761a1c,29.875414,44.096905,35.731551,True,8.365353999999996,5.856137000000004,23.411673341579814,19.60186058007432
082079e6-26f0-5c4a-88c0-058ade7de1c8,31.983782,52.912644,40.30579,True,12.606853999999998,8.322008,31.278022338726018,26.019461988579085
08b6ccb9-f02d-50fb-b837-bcda2a1486b0,36.700276,57.855716,46.18846,True,11.667256000000002,9.488183999999997,25.26011042585096,25.853167970725877
08d70150-f884-57a0-933c-1f31c5bcee5f,27.420095,46.868344,38.250091,True,8.618253000000003,10.829995999999998,22.531326788216017,39.496566295630984
092b61d7-aa22-505b-add5-4f5b5d3a74d7,25.128322,39.552689,31.253999,True,8.29869,6.125677,26.552410141179056,24.37758080304765
096b21bc-bbb4-5254-b3e5-e130aff24b8f,33.040349,53.203791,40.5154,True,12.688391000000003,7.475051000000001,31.3174521293138,22.624007391689478
09ac347b-27bc-511e-b961-ac76c23466ef,21.808168,35.080446,28.039591,True,7.0408550000000005,6.231423000000003,25.110405497712147,28.573803173196406
0a3f3df4-0b7b-54d1-af8d-ddb185924247,21.215788,33.391872,28.118014,True,5.273858000000001,6.902225999999999,18.75615397303665,32.533441604902904
0a621106-076a-5b26-9318-2ee62727e903,20.49485,32.865745,26.556575,True,6.309169999999998,6.061724999999999,23.757468724788488,29.57682051832533
