transaction_id,median_ms_A,cv_pct_A,median_ms_B,cv_pct_B,signed_diff_pct,abs_diff_pct
0cfc0319-2ffc-5f74-b250-8430b05f4baa,58.824742,4.019838160086959,58.875935,4.497866171423636,0.0870263060397236,0.0870263060397236
22ec8097-3f82-5206-b27a-1716510f8a15,33.934639,8.064635681317071,33.886703,7.7008482732214665,-0.14125979062279104,0.14125979062279104
4c47fd72-93b9-5bbe-8da2-5611d12202e7,40.434969,4.31571949882114,39.185213,4.1278240887598665,-3.0907801611026455,3.0907801611026455
538a51c5-17e0-5514-b8f8-4932adef1d87,59.464881,4.930061777149707,58.834023,3.903887947392005,-1.060891721956017,1.060891721956017
7cea622d-3b84-505d-9c0d-579d30336375,53.032629,2.3917000543505704,50.948593,5.119960818325678,-3.9297240949529346,3.9297240949529346
84b2de13-d56e-5802-bbea-6a9c126d197a,50.47472,3.4069923446740638,50.026426,6.977663683884712,-0.8881554964544571,0.8881554964544571
84bc550d-9bc7-5b80-81d3-906a3d089c2c,45.044441,3.586278266509542,47.320162,6.084101811789755,5.052168368567399,5.052168368567399
94dc0552-c337-5087-9d12-6ab55c270d00,37.065642,10.23062114443866,36.86316,5.631646286659391,-0.546279489776533,0.546279489776533
dc657fb4-42d9-56de-8897-98d0fef45042,40.43829,10.842219915662927,39.037399,5.338711947605248,-3.4642686424178706,3.4642686424178706
fd9f804b-556d-5363-a2af-a50d86cf6000,45.526523,11.024437445166647,48.10624,6.832174557525623,5.666404614294842,5.666404614294842
