transaction_id,node_profile,median,mean,std,min,max,count,cv_pct
002b9f71-04f1-5937-9c16-3470136dd6dc,High,34.735521,34.7411112,0.24159821043563118,34.409855,34.993732,5,0.6954245333282005
002b9f71-04f1-5937-9c16-3470136dd6dc,Low,59.558783,58.350532,2.0661877862690754,56.019459,60.22058,5,3.5409921991269515
002b9f71-04f1-5937-9c16-3470136dd6dc,Medium,47.279159,46.9214378,2.7378668057331983,43.090408,49.573286,5,5.835001939631948
006ca6d7-2113-5e40-8812-de583cc5c117,High,35.192886,35.111688,0.5283524490446704,34.405211,35.787747,5,1.5047765548744634
006ca6d7-2113-5e40-8812-de583cc5c117,Low,59.519256,58.5882156,7.952344481344778,50.561866,70.762442,5,13.57328329580459
006ca6d7-2113-5e40-8812-de583cc5c117,Medium,48.003524,47.9123434,3.115734796431141,44.633785,51.88434,5,6.502989783695575
006ec7c4-7bbd-55ba-9138-807e1c4c988e,High,36.525243,36.19819,0.8299281742657021,35.142679,37.191285,5,2.292733902622485
006ec7c4-7bbd-55ba-9138-807e1c4c988e,Low,58.628935,57.697193000000006,2.596197545830729,53.186442,59.788606,5,4.499694717957473
006ec7c4-7bbd-55ba-9138-807e1c4c988e,Medium,46.216302,45.2102094,2.8082531754104365,42.319246,48.731046,5,6.211546490670394
0087127e-c89f-572e-972a-057dd92716c6,High,32.302378,32.5168568,0.810383904688207,31.719374,33.757021,5,2.4921963081259655
0087127e-c89f-572e-972a-057dd92716c6,Low,51.480569,51.5549172,1.6046723356211068,50.222276,54.208598,5,3.1125495350831573
0087127e-c89f-572e-972a-057dd92716c6,Medium,40.907439,41.0525424,0.4602006024678802,40.640676,41.756217,5,1.1210039027153655
011ecbf6-dc71-5b19-b123-7c2fb2411afa,High,34.016948,34.2377852,0.3865284754060172,33.95641,34.841117,5,1.1289529189698206
011ecbf6-dc71-5b19-b123-7c2fb2411afa,Low,56.292347,57.1771028,3.5683627640980804,52.429102,61.16557,5,6.240894675233668
011ecbf6-dc71-5b19-b123-7c2fb2411afa,Medium,46.997789,46.6227952,2.437028364588972,44.020995,48.981765,5,5.227117666657987
01440b5a-8496-54c3-acb3-e315e21312d5,High,32.080032,31.8346692,0.48120295975263855,31.219398,32.313311,5,1.5115689022226075
01440b5a-8496-54c3-acb3-e315e21312d5,Low,50.804875,51.1688694,3.8898492814885897,45.34681,55.981697,5,7.60198403267552
01440b5a-8496-54c3-acb3-e315e21312d5,Medium,40.944555,41.957827800000004,2.023495964918807,40.066634,44.184413,5,4.822689998548511
01c21ab9-0508-5411-a641-0f98dacce6ba,High,30.659332,30.714500199999996,0.1968318179352625,30.523647,31.047895,5,0.6408433041513809
01c21ab9-0508-5411-a641-0f98dacce6ba,Low,52.632105,52.3228462,1.2305070447255473,50.189957,53.240325,5,2.3517586180652903
01c21ab9-0508-5411-a641-0f98dacce6ba,Medium,40.643008,41.350302799999994,1.3159394158807995,40.318512,43.348859,5,3.182417846480195
027edc78-b22f-5a49-8bea-93a58d26fd20,High,20.522681,20.562859600000003,0.13792276279787852,20.404101,20.743942,5,0.6707372684579265
027edc78-b22f-5a49-8bea-93a58d26fd20,Low,37.720026,36.7284362,2.5786957066387655,32.664714,39.401316,5,7.020978765871784
027edc78-b22f-5a49-8bea-93a58d26fd20,Medium,27.884205,27.946095000000003,2.638543545136882,23.717398,30.400594,5,9.441546466999707
02f15c4d-03d8-5ae0-8951-33b67a411614,High,21.638728,21.6527196,0.11301887507536072,21.531786,21.833357,5,0.5219615695543424
02f15c4d-03d8-5ae0-8951-33b67a411614,Low,39.44726,38.0462852,4.4137490497149585,30.87485,41.730492,5,11.600998695438888
02f15c4d-03d8-5ae0-8951-33b67a411614,Medium,28.885096,27.455071399999998,3.743015611813596,21.680863,30.522684,5,13.63323940149577
030ad86f-64cb-5dc0-b815-5c6c312ed82a,High,30.98147,30.9267712,0.30843733893888436,30.574455,31.345758,5,0.9973150347453158
030ad86f-64cb-5dc0-b815-5c6c312ed82a,Low,50.496427,50.9709176,4.557724379478078,45.444807,57.757237,5,8.941813477334922
030ad86f-64cb-5dc0-b815-5c6c312ed82a,Medium,41.697494,41.10423,1.491608281156284,38.446062,41.985024,5,3.628843749551528
0312ed91-0dbc-53d9-9595-9a0bb2c6ad4c,High,24.249899,24.2340838,0.0852101347006345,24.113013,24.331344,5,0.3516127756421908
0312ed91-0dbc-53d9-9595-9a0bb2c6ad4c,Low,41.019319,40.4181172,3.998402264571399,36.174044,46.363509,5,9.892599016392083
0312ed91-0dbc-53d9-9595-9a0bb2c6ad4c,Medium,31.195826,31.7320808,1.1085960563977775,30.620526,33.169175,5,3.493612862594808
0331c0ca-4ed3-5b7e-9af1-ea42c5f3eea7,High,20.584487,20.54554,0.10798915303168216,20.409809,20.67214,5,0.5256087356753931
0331c0ca-4ed3-5b7e-9af1-ea42c5f3eea7,Low,35.328827,35.137698,1.3372952756842829,33.270148,36.94394,5,3.8058704804289767
0331c0ca-4ed3-5b7e-9af1-ea42c5f3eea7,Medium,28.191534,28.273599400000002,2.8051903148364636,23.774981,31.007723,5,9.921588953532614
034ace7a-2692-5f1c-b3e6-e789af5d2944,High,34.49264,34.4232438,0.24028649810007832,34.053365,34.702518,5,0.698035604942258
034ace7a-2692-5f1c-b3e6-e789af5d2944,Low,59.85752,57.6213666,3.4460963035897287,52.301768,60.112535,5,5.980587596111837
034ace7a-2692-5f1c-b3e6-e789af5d2944,Medium,44.567274,45.198019599999995,2.0759213537124426,43.489869,48.452739,5,4.592947593908391
03772058-7cd6-5f74-aea1-f5639c71f661,High,34.731139,34.6259882,0.34646056645122025,34.229638,34.978063,5,1.0005795775417616
03772058-7cd6-5f74-aea1-f5639c71f661,Low,59.610018,57.7431328,3.0537390910530027,53.113519,60.012653,5,5.288488765633795
03772058-7cd6-5f74-aea1-f5639c71f661,Medium,45.675302,45.749443400000004,2.1639228610702133,43.304182,47.943017,5,4.7299435801883725
03800b45-8301-53c2-9f30-6b7dd80497ae,High,21.161629,21.372610200000004,0.45361297025184266,21.145517,22.182278,5,2.1224032348273614
03800b45-8301-53c2-9f30-6b7dd80497ae,Low,31.401046,34.1293706,4.7500436173349305,29.377978,39.493273,5,13.917759202201433
03800b45-8301-53c2-9f30-6b7dd80497ae,Medium,27.246777,27.58417,2.481420549720563,25.594352,31.653118,5,8.995813721132674
03c2d846-b2d7-57e1-8ffc-2c800782ab44,High,27.190341,27.2756368,0.14155857732825625,27.175079,27.501438,5,0.5189927493397927
03c2d846-b2d7-57e1-8ffc-2c800782ab44,Low,42.573071,43.7133062,2.980839513069632,42.001267,49.024331,5,6.819066714907124
03c2d846-b2d7-57e1-8ffc-2c800782ab44,Medium,37.59729,37.625118400000005,0.6676252466592322,36.840438,38.614434,5,1.7744136764211007
04147f2c-067b-5551-99e6-2a9106a91ad3,High,21.250065,21.2332944,0.08814828530266454,21.086013,21.318973,5,0.41514182228201263
04147f2c-067b-5551-99e6-2a9106a91ad3,Low,35.748624,34.943516,4.433869348471434,29.337902,39.119511,5,12.688675485521934
04147f2c-067b-5551-99e6-2a9106a91ad3,Medium,27.548608,28.400487199999997,2.1964773221832266,25.79823,31.500174,5,7.733942402872676
044c92c1-f354-5ff1-b135-2fda326aba5d,High,35.492888,35.3902542,0.6709040791735427,34.616479,36.314746,5,1.8957311676318578
044c92c1-f354-5ff1-b135-2fda326aba5d,Low,57.666637,55.9875962,2.5778325363238195,52.385239,58.013391,5,4.604292220575491
044c92c1-f354-5ff1-b135-2fda326aba5d,Medium,47.761104,46.6660744,2.889058901008997,43.408516,49.984475,5,6.1909190737693525
048c2934-3022-5d0d-a6ea-c03796b449ed,High,28.174795,28.034145799999997,0.47918628300453203,27.486008,28.470981,5,1.7092951089828894
048c2934-3022-5d0d-a6ea-c03796b449ed,Low,45.633336,46.1367882,1.702333727365671,44.467275,47.99058,5,3.6897534349078747
048c2934-3022-5d0d-a6ea-c03796b449ed,Medium,36.958512,36.804744,0.2751434120454261,36.371948,37.02058,5,0.747575943050782
05089c32-86d3-566e-8442-8504f02a4fdf,High,24.204766,24.188465400000002,0.35745759861107934,23.830404,24.750404,5,1.4778018890403826
05089c32-86d3-566e-8442-8504f02a4fdf,Low,39.51519,41.3163088,2.6338072532828223,39.210909,44.567281,5,6.374739975035772
05089c32-86d3-566e-8442-8504f02a4fdf,Medium,33.547559,33.693662,1.7891164863297768,31.213527,36.003266,5,5.309949646701438
052c87ae-edb7-509d-ad69-c6647c7988eb,High,31.480106,31.850487799999996,0.8134645256492142,31.324959,33.281244,5,2.5540096301106394
052c87ae-edb7-509d-ad69-c6647c7988eb,Low,51.042453,51.5428538,2.83896971086021,49.003254,56.334105,5,5.507979286277334
052c87ae-edb7-509d-ad69-c6647c7988eb,Medium,40.121395,40.124714,0.42715056708027777,39.496843,40.700873,5,1.0645572877610487
0531499a-3c32-5e9e-a341-4315f9e6ccf4,High,34.18875,34.188603,0.059809499780554214,34.128865,34.261486,5,0.17493987625219495
0531499a-3c32-5e9e-a341-4315f9e6ccf4,Low,57.113029,56.7490626,2.6304167324126224,54.124599,60.48118,5,4.635172127781758
0531499a-3c32-5e9e-a341-4315f9e6ccf4,Medium,44.596166,45.1472114,1.2616243025438654,43.870364,46.672005,5,2.79446783848064
056650cb-a96b-5432-815e-2fcc7faddedd,High,31.488615,31.5872668,0.5184336726252458,31.018268,32.392286,5,1.6412742384701857
056650cb-a96b-5432-815e-2fcc7faddedd,Low,51.421558,52.9490452,4.551003421492692,48.518075,58.434765,5,8.595062298673314
056650cb-a96b-5432-815e-2fcc7faddedd,Medium,40.377996,41.4212392,2.3329813361456,39.318311,44.073294,5,5.63233109680987
05fbb944-dcb6-57f8-b0a9-9028d6250294,High,32.861591,32.6359632,0.8434969198531198,31.720534,33.692048,5,2.58456266384416
05fbb944-dcb6-57f8-b0a9-9028d6250294,Low,51.296114,50.8220522,3.0499806853924842,46.29707,54.541403,5,6.0012938347902525
05fbb944-dcb6-57f8-b0a9-9028d6250294,Medium,41.068831,41.1038616,2.3029787644725053,38.156825,44.593186,5,5.602828237608957
060ffd69-8ab6-5349-a202-db2e986ce3b8,High,34.075977,34.1080196,0.07947061117985649,34.043251,34.244366,5,0.23299684974924925
060ffd69-8ab6-5349-a202-db2e986ce3b8,Low,57.117874,57.2397002,2.541842969542316,53.490769,60.421612,5,4.440699306007749
060ffd69-8ab6-5349-a202-db2e986ce3b8,Medium,44.450174,45.7139054,2.7584799794384596,44.109984,50.6056,5,6.034225156003537
