transaction_id,source_row_index,step,type,amount,oldbalanceOrg,oldbalanceDest,node_profile,cpu_limit,memory_mb,service_time_ms,mean_service_time_ms,std_service_time_ms,min_service_time_ms,max_service_time_ms,n_successful_runs
0cfc0319-2ffc-5f74-b250-8430b05f4baa,58,1,TRANSFER,62610.8,79114.0,517.0,Low,0.5,1024,69.918658,69.5640034,3.7458689644020238,63.308475,72.662283,5
22ec8097-3f82-5206-b27a-1716510f8a15,390,1,CASH_IN,228451.89,143236.26,719678.38,Low,0.5,1024,47.305135,43.7513004,6.551876691234947,34.252203,50.021409,5
4c47fd72-93b9-5bbe-8da2-5611d12202e7,0,1,PAYMENT,9839.64,170136.0,0.0,Low,0.5,1024,48.500143,49.5045992,7.362274592154972,42.31586,57.166194,5
538a51c5-17e0-5514-b8f8-4932adef1d87,2,1,TRANSFER,181.0,181.0,0.0,Low,0.5,1024,70.377064,70.6985534,5.19078618208348,63.437642,78.011208,5
7cea622d-3b84-505d-9c0d-579d30336375,21,1,DEBIT,9302.79,11299.0,29832.0,Low,0.5,1024,60.14494,62.5873864,3.81688134017516,59.994901,68.634988,5
84b2de13-d56e-5802-bbea-6a9c126d197a,9,1,DEBIT,5337.77,41720.0,41898.0,Low,0.5,1024,67.068885,64.9842242,4.667203609205485,59.948678,69.704317,5
84bc550d-9bc7-5b80-81d3-906a3d089c2c,3,1,CASH_OUT,181.0,181.0,21182.0,Low,0.5,1024,56.506398,56.8629266,4.037080573722897,50.593686,60.516675,5
94dc0552-c337-5087-9d12-6ab55c270d00,389,1,CASH_IN,143236.26,0.0,608932.17,Low,0.5,1024,38.807994,40.3713002,5.6318630490422255,34.353932,47.420834,5
dc657fb4-42d9-56de-8897-98d0fef45042,1,1,PAYMENT,1864.28,21249.0,0.0,Low,0.5,1024,49.041543,49.6845686,1.205923989036748,48.702574,51.213697,5
fd9f804b-556d-5363-a2af-a50d86cf6000,70,1,CASH_OUT,47458.86,209534.84,52120.0,Low,0.5,1024,56.790524,56.3117954,2.877244529704731,53.515718,60.559142,5
