transaction_id,node_profile,type,final_block,count,median,mean,std,min,max,cv_pct,range_pct_of_median
002b9f71-04f1-5937-9c16-3470136dd6dc,High,TRANSFER,7,5,34.735521,34.7411112,0.24159821043563118,34.409855,34.993732,0.6954245333282005,1.680921958821349
002b9f71-04f1-5937-9c16-3470136dd6dc,Low,TRANSFER,7,5,59.558783,58.350532,2.0661877862690754,56.019459,60.22058,3.5409921991269515,7.053738824717088
002b9f71-04f1-5937-9c16-3470136dd6dc,Medium,TRANSFER,7,5,47.279159,46.9214378,2.7378668057331983,43.090408,49.573286,5.835001939631948,13.711914799499725
006ca6d7-2113-5e40-8812-de583cc5c117,High,TRANSFER,7,5,35.192886,35.111688,0.5283524490446704,34.405211,35.787747,1.5047765548744634,3.928453040196822
006ca6d7-2113-5e40-8812-de583cc5c117,Low,TRANSFER,7,5,59.519256,58.5882156,7.952344481344778,50.561866,70.762442,13.57328329580459,33.93956402949659
006ca6d7-2113-5e40-8812-de583cc5c117,Medium,TRANSFER,7,5,48.003524,47.9123434,3.115734796431141,44.633785,51.88434,6.502989783695575,15.104214015621018
006ec7c4-7bbd-55ba-9138-807e1c4c988e,High,TRANSFER,4,5,36.525243,36.19819,0.8299281742657021,35.142679,37.191285,2.292733902622485,5.608740234801448
006ec7c4-7bbd-55ba-9138-807e1c4c988e,Low,TRANSFER,4,5,58.628935,57.697193000000006,2.596197545830729,53.186442,59.788606,4.499694717957473,11.260931142617553
006ec7c4-7bbd-55ba-9138-807e1c4c988e,Medium,TRANSFER,4,5,46.216302,45.2102094,2.8082531754104365,42.319246,48.731046,6.211546490670394,13.873459629028734
0087127e-c89f-572e-972a-057dd92716c6,High,DEBIT,9,5,32.302378,32.5168568,0.810383904688207,31.719374,33.757021,2.4921963081259655,6.308040231589153
0087127e-c89f-572e-972a-057dd92716c6,Low,DEBIT,9,5,51.480569,51.5549172,1.6046723356211068,50.222276,54.208598,3.1125495350831573,7.743352642430974
0087127e-c89f-572e-972a-057dd92716c6,Medium,DEBIT,9,5,40.907439,41.0525424,0.4602006024678802,40.640676,41.756217,1.1210039027153655,2.7269881157801166
011ecbf6-dc71-5b19-b123-7c2fb2411afa,High,TRANSFER,8,5,34.016948,34.2377852,0.3865284754060172,33.95641,34.841117,1.1289529189698206,2.60078299793385
011ecbf6-dc71-5b19-b123-7c2fb2411afa,Low,TRANSFER,8,5,56.292347,57.1771028,3.5683627640980804,52.429102,61.16557,6.240894675233668,15.519814798270895
011ecbf6-dc71-5b19-b123-7c2fb2411afa,Medium,TRANSFER,8,5,46.997789,46.6227952,2.437028364588972,44.020995,48.981765,5.227117666657987,10.555326336734701
01440b5a-8496-54c3-acb3-e315e21312d5,High,DEBIT,1,5,32.080032,31.8346692,0.48120295975263855,31.219398,32.313311,1.5115689022226075,3.4099498404490274
01440b5a-8496-54c3-acb3-e315e21312d5,Low,DEBIT,1,5,50.804875,51.1688694,3.8898492814885897,45.34681,55.981697,7.60198403267552,20.932808121267886
01440b5a-8496-54c3-acb3-e315e21312d5,Medium,DEBIT,1,5,40.944555,41.957827800000004,2.023495964918807,40.066634,44.184413,4.822689998548511,10.056963618239346
01c21ab9-0508-5411-a641-0f98dacce6ba,High,DEBIT,8,5,30.659332,30.714500199999996,0.1968318179352625,30.523647,31.047895,0.6408433041513809,1.7099133144844774
01c21ab9-0508-5411-a641-0f98dacce6ba,Low,DEBIT,8,5,52.632105,52.3228462,1.2305070447255473,50.189957,53.240325,2.3517586180652903,5.7956412725654785
01c21ab9-0508-5411-a641-0f98dacce6ba,Medium,DEBIT,8,5,40.643008,41.350302799999994,1.3159394158807995,40.318512,43.348859,3.182417846480195,7.45601063779531
027edc78-b22f-5a49-8bea-93a58d26fd20,High,CASH_IN,8,5,20.522681,20.562859600000003,0.13792276279787852,20.404101,20.743942,0.6707372684579265,1.6559288720611107
027edc78-b22f-5a49-8bea-93a58d26fd20,Low,CASH_IN,8,5,37.720026,36.7284362,2.5786957066387655,32.664714,39.401316,7.020978765871784,17.85948397808635
027edc78-b22f-5a49-8bea-93a58d26fd20,Medium,CASH_IN,8,5,27.884205,27.946095000000003,2.638543545136882,23.717398,30.400594,9.441546466999707,23.96767632428467
02f15c4d-03d8-5ae0-8951-33b67a411614,High,CASH_IN,10,5,21.638728,21.6527196,0.11301887507536072,21.531786,21.833357,0.5219615695543424,1.3936632504461406
02f15c4d-03d8-5ae0-8951-33b67a411614,Low,CASH_IN,10,5,39.44726,38.0462852,4.4137490497149585,30.87485,41.730492,11.600998695438888,27.519381574284246
02f15c4d-03d8-5ae0-8951-33b67a411614,Medium,CASH_IN,10,5,28.885096,27.455071399999998,3.743015611813596,21.680863,30.522684,13.63323940149577,30.610322361400506
030ad86f-64cb-5dc0-b815-5c6c312ed82a,High,DEBIT,2,5,30.98147,30.9267712,0.30843733893888436,30.574455,31.345758,0.9973150347453158,2.489562309341679
030ad86f-64cb-5dc0-b815-5c6c312ed82a,Low,DEBIT,2,5,50.496427,50.9709176,4.557724379478078,45.444807,57.757237,8.941813477334922,24.38277464661016
030ad86f-64cb-5dc0-b815-5c6c312ed82a,Medium,DEBIT,2,5,41.697494,41.10423,1.491608281156284,38.446062,41.985024,3.628843749551528,8.487229472351517
0312ed91-0dbc-53d9-9595-9a0bb2c6ad4c,High,PAYMENT,7,5,24.249899,24.2340838,0.0852101347006345,24.113013,24.331344,0.3516127756421908,0.9003377704789728
0312ed91-0dbc-53d9-9595-9a0bb2c6ad4c,Low,PAYMENT,7,5,41.019319,40.4181172,3.998402264571399,36.174044,46.363509,9.892599016392083,24.840648865964834
0312ed91-0dbc-53d9-9595-9a0bb2c6ad4c,Medium,PAYMENT,7,5,31.195826,31.7320808,1.1085960563977775,30.620526,33.169175,3.493612862594808,8.169839772795248
0331c0ca-4ed3-5b7e-9af1-ea42c5f3eea7,High,CASH_IN,8,5,20.584487,20.54554,0.10798915303168216,20.409809,20.67214,0.5256087356753931,1.2744111621533227
0331c0ca-4ed3-5b7e-9af1-ea42c5f3eea7,Low,CASH_IN,8,5,35.328827,35.137698,1.3372952756842829,33.270148,36.94394,3.8058704804289767,10.398850774185057
0331c0ca-4ed3-5b7e-9af1-ea42c5f3eea7,Medium,CASH_IN,8,5,28.191534,28.273599400000002,2.8051903148364636,23.774981,31.007723,9.921588953532614,25.65572345229599
034ace7a-2692-5f1c-b3e6-e789af5d2944,High,TRANSFER,3,5,34.49264,34.4232438,0.24028649810007832,34.053365,34.702518,0.698035604942258,1.882004392821188
034ace7a-2692-5f1c-b3e6-e789af5d2944,Low,TRANSFER,3,5,59.85752,57.6213666,3.4460963035897287,52.301768,60.112535,5.980587596111837,13.048931863531932
034ace7a-2692-5f1c-b3e6-e789af5d2944,Medium,TRANSFER,3,5,44.567274,45.198019599999995,2.0759213537124426,43.489869,48.452739,4.592947593908391,11.135682204839368
03772058-7cd6-5f74-aea1-f5639c71f661,High,TRANSFER,7,5,34.731139,34.6259882,0.34646056645122025,34.229638,34.978063,1.0005795775417616,2.154910612059102
03772058-7cd6-5f74-aea1-f5639c71f661,Low,TRANSFER,7,5,59.610018,57.7431328,3.0537390910530027,53.113519,60.012653,5.288488765633795,11.573782782618862
03772058-7cd6-5f74-aea1-f5639c71f661,Medium,TRANSFER,7,5,45.675302,45.749443400000004,2.1639228610702133,43.304182,47.943017,4.7299435801883725,10.156112377757239
03800b45-8301-53c2-9f30-6b7dd80497ae,High,CASH_IN,1,5,21.161629,21.372610200000004,0.45361297025184266,21.145517,22.182278,2.1224032348273614,4.899249485944576
03800b45-8301-53c2-9f30-6b7dd80497ae,Low,CASH_IN,1,5,31.401046,34.1293706,4.7500436173349305,29.377978,39.493273,13.917759202201433,32.21324219581731
03800b45-8301-53c2-9f30-6b7dd80497ae,Medium,CASH_IN,1,5,27.246777,27.58417,2.481420549720563,25.594352,31.653118,8.995813721132674,22.236633712677275
03c2d846-b2d7-57e1-8ffc-2c800782ab44,High,CASH_OUT,8,5,27.190341,27.2756368,0.14155857732825625,27.175079,27.501438,0.5189927493397927,1.2002754948898953
