transaction_id,source_row_index,step,type,amount,oldbalanceOrg,oldbalanceDest,node_profile,cpu_limit,memory_mb,service_time_ms,mean_service_time_ms,std_service_time_ms,min_service_time_ms,max_service_time_ms,n_successful_runs
006ca6d7-2113-5e40-8812-de583cc5c117,3193205,245,TRANSFER,688034.32,688034.32,0.0,High,1.0,4096,35.192886,35.111688,0.52835244904467,34.405211,35.787747,5
006ca6d7-2113-5e40-8812-de583cc5c117,3193205,245,TRANSFER,688034.32,688034.32,0.0,Low,0.6,1024,59.519256,58.5882156,7.952344481344778,50.561866,70.762442,5
006ca6d7-2113-5e40-8812-de583cc5c117,3193205,245,TRANSFER,688034.32,688034.32,0.0,Medium,0.75,2048,48.003524,47.9123434,3.115734796431141,44.633785,51.88434,5
006ec7c4-7bbd-55ba-9138-807e1c4c988e,2136672,184,TRANSFER,300278.56,390680.0,305395.59,High,1.0,4096,36.525243,36.19819,0.8299281742657011,35.142679,37.191285,5
006ec7c4-7bbd-55ba-9138-807e1c4c988e,2136672,184,TRANSFER,300278.56,390680.0,305395.59,Low,0.6,1024,58.628935,57.697193,2.596197545830729,53.186442,59.788606,5
006ec7c4-7bbd-55ba-9138-807e1c4c988e,2136672,184,TRANSFER,300278.56,390680.0,305395.59,Medium,0.75,2048,46.216302,45.2102094,2.808253175410437,42.319246,48.731046,5
0087127e-c89f-572e-972a-057dd92716c6,1488025,142,DEBIT,4286.35,6012.0,877488.66,High,1.0,4096,32.302378,32.5168568,0.8103839046882054,31.719374,33.757021,5
0087127e-c89f-572e-972a-057dd92716c6,1488025,142,DEBIT,4286.35,6012.0,877488.66,Low,0.6,1024,51.480569,51.5549172,1.604672335621108,50.222276,54.208598,5
0087127e-c89f-572e-972a-057dd92716c6,1488025,142,DEBIT,4286.35,6012.0,877488.66,Medium,0.75,2048,40.907439,41.0525424,0.4602006024678807,40.640676,41.756217,5
01c21ab9-0508-5411-a641-0f98dacce6ba,77865,10,DEBIT,518.88,100087.0,487718.81,High,1.0,4096,30.659332,30.7145002,0.1968318179352616,30.523647,31.047895,5
01c21ab9-0508-5411-a641-0f98dacce6ba,77865,10,DEBIT,518.88,100087.0,487718.81,Low,0.6,1024,52.632105,52.3228462,1.2305070447255468,50.189957,53.240325,5
01c21ab9-0508-5411-a641-0f98dacce6ba,77865,10,DEBIT,518.88,100087.0,487718.81,Medium,0.75,2048,40.643008,41.3503028,1.315939415880799,40.318512,43.348859,5
027edc78-b22f-5a49-8bea-93a58d26fd20,423942,18,CASH_IN,307940.66,99324.0,71066.14,High,1.0,4096,20.522681,20.5628596,0.1379227627978788,20.404101,20.743942,5
027edc78-b22f-5a49-8bea-93a58d26fd20,423942,18,CASH_IN,307940.66,99324.0,71066.14,Low,0.6,1024,37.720026,36.7284362,2.578695706638767,32.664714,39.401316,5
027edc78-b22f-5a49-8bea-93a58d26fd20,423942,18,CASH_IN,307940.66,99324.0,71066.14,Medium,0.75,2048,27.884205,27.946095,2.6385435451368817,23.717398,30.400594,5
02f15c4d-03d8-5ae0-8951-33b67a411614,3103570,235,CASH_IN,189548.42,267911.0,755.42,High,1.0,4096,21.638728,21.6527196,0.1130188750753602,21.531786,21.833357,5
02f15c4d-03d8-5ae0-8951-33b67a411614,3103570,235,CASH_IN,189548.42,267911.0,755.42,Low,0.6,1024,39.44726,38.0462852,4.413749049714958,30.87485,41.730492,5
02f15c4d-03d8-5ae0-8951-33b67a411614,3103570,235,CASH_IN,189548.42,267911.0,755.42,Medium,0.75,2048,28.885096,27.4550714,3.743015611813596,21.680863,30.522684,5
0331c0ca-4ed3-5b7e-9af1-ea42c5f3eea7,3578930,261,CASH_IN,41326.83,4682433.83,595446.11,High,1.0,4096,20.584487,20.54554,0.1079891530316817,20.409809,20.67214,5
0331c0ca-4ed3-5b7e-9af1-ea42c5f3eea7,3578930,261,CASH_IN,41326.83,4682433.83,595446.11,Low,0.6,1024,35.328827,35.137698,1.3372952756842813,33.270148,36.94394,5
0331c0ca-4ed3-5b7e-9af1-ea42c5f3eea7,3578930,261,CASH_IN,41326.83,4682433.83,595446.11,Medium,0.75,2048,28.191534,28.2735994,2.805190314836464,23.774981,31.007723,5
034ace7a-2692-5f1c-b3e6-e789af5d2944,5871550,403,TRANSFER,80448.74,172982.23,1177259.79,High,1.0,4096,34.49264,34.4232438,0.2402864981000801,34.053365,34.702518,5
034ace7a-2692-5f1c-b3e6-e789af5d2944,5871550,403,TRANSFER,80448.74,172982.23,1177259.79,Low,0.6,1024,59.85752,57.6213666,3.446096303589729,52.301768,60.112535,5
034ace7a-2692-5f1c-b3e6-e789af5d2944,5871550,403,TRANSFER,80448.74,172982.23,1177259.79,Medium,0.75,2048,44.567274,45.1980196,2.075921353712443,43.489869,48.452739,5
03800b45-8301-53c2-9f30-6b7dd80497ae,5136689,356,CASH_IN,123162.39,31436.0,0.0,High,1.0,4096,21.161629,21.3726102,0.4536129702518431,21.145517,22.182278,5
03800b45-8301-53c2-9f30-6b7dd80497ae,5136689,356,CASH_IN,123162.39,31436.0,0.0,Low,0.6,1024,31.401046,34.1293706,4.7500436173349305,29.377978,39.493273,5
03800b45-8301-53c2-9f30-6b7dd80497ae,5136689,356,CASH_IN,123162.39,31436.0,0.0,Medium,0.75,2048,27.246777,27.58417,2.481420549720563,25.594352,31.653118,5
03c2d846-b2d7-57e1-8ffc-2c800782ab44,753450,38,CASH_OUT,4057.77,253560.0,0.0,High,1.0,4096,27.190341,27.2756368,0.1415585773282568,27.175079,27.501438,5
03c2d846-b2d7-57e1-8ffc-2c800782ab44,753450,38,CASH_OUT,4057.77,253560.0,0.0,Low,0.6,1024,42.573071,43.7133062,2.980839513069631,42.001267,49.024331,5
03c2d846-b2d7-57e1-8ffc-2c800782ab44,753450,38,CASH_OUT,4057.77,253560.0,0.0,Medium,0.75,2048,37.59729,37.6251184,0.6676252466592333,36.840438,38.614434,5
04147f2c-067b-5551-99e6-2a9106a91ad3,801755,40,CASH_IN,176042.2,12346.0,1439362.22,High,1.0,4096,21.250065,21.2332944,0.0881482853026641,21.086013,21.318973,5
04147f2c-067b-5551-99e6-2a9106a91ad3,801755,40,CASH_IN,176042.2,12346.0,1439362.22,Low,0.6,1024,35.748624,34.943516,4.433869348471434,29.337902,39.119511,5
04147f2c-067b-5551-99e6-2a9106a91ad3,801755,40,CASH_IN,176042.2,12346.0,1439362.22,Medium,0.75,2048,27.548608,28.4004872,2.196477322183227,25.79823,31.500174,5
044c92c1-f354-5ff1-b135-2fda326aba5d,5334917,374,TRANSFER,198545.14,200879.52,1886080.78,High,1.0,4096,35.492888,35.3902542,0.6709040791735446,34.616479,36.314746,5
044c92c1-f354-5ff1-b135-2fda326aba5d,5334917,374,TRANSFER,198545.14,200879.52,1886080.78,Low,0.6,1024,57.666637,55.9875962,2.57783253632382,52.385239,58.013391,5
044c92c1-f354-5ff1-b135-2fda326aba5d,5334917,374,TRANSFER,198545.14,200879.52,1886080.78,Medium,0.75,2048,47.761104,46.6660744,2.8890589010089966,43.408516,49.984475,5
048c2934-3022-5d0d-a6ea-c03796b449ed,2543820,206,CASH_OUT,173165.71,241797.0,2711350.54,High,1.0,4096,28.174795,28.0341458,0.4791862830045317,27.486008,28.470981,5
048c2934-3022-5d0d-a6ea-c03796b449ed,2543820,206,CASH_OUT,173165.71,241797.0,2711350.54,Low,0.6,1024,45.633336,46.1367882,1.7023337273656711,44.467275,47.99058,5
048c2934-3022-5d0d-a6ea-c03796b449ed,2543820,206,CASH_OUT,173165.71,241797.0,2711350.54,Medium,0.75,2048,36.958512,36.804744,0.2751434120454272,36.371948,37.02058,5
05089c32-86d3-566e-8442-8504f02a4fdf,1619522,157,PAYMENT,160.04,101598.0,0.0,High,1.0,4096,24.204766,24.1884654,0.3574575986110798,23.830404,24.750404,5
05089c32-86d3-566e-8442-8504f02a4fdf,1619522,157,PAYMENT,160.04,101598.0,0.0,Low,0.6,1024,39.51519,41.3163088,2.6338072532828227,39.210909,44.567281,5
05089c32-86d3-566e-8442-8504f02a4fdf,1619522,157,PAYMENT,160.04,101598.0,0.0,Medium,0.75,2048,33.547559,33.693662,1.7891164863297764,31.213527,36.003266,5
052c87ae-edb7-509d-ad69-c6647c7988eb,4322427,308,DEBIT,970.96,1855.0,217958.82,High,1.0,4096,31.480106,31.8504878,0.8134645256492141,31.324959,33.281244,5
052c87ae-edb7-509d-ad69-c6647c7988eb,4322427,308,DEBIT,970.96,1855.0,217958.82,Low,0.6,1024,51.042453,51.5428538,2.838969710860209,49.003254,56.334105,5
052c87ae-edb7-509d-ad69-c6647c7988eb,4322427,308,DEBIT,970.96,1855.0,217958.82,Medium,0.75,2048,40.121395,40.124714,0.4271505670802755,39.496843,40.700873,5
0531499a-3c32-5e9e-a341-4315f9e6ccf4,736258,38,TRANSFER,52883.82,102642.0,4141971.55,High,1.0,4096,34.18875,34.188603,0.0598094997805542,34.128865,34.261486,5
0531499a-3c32-5e9e-a341-4315f9e6ccf4,736258,38,TRANSFER,52883.82,102642.0,4141971.55,Low,0.6,1024,57.113029,56.7490626,2.6304167324126224,54.124599,60.48118,5
0531499a-3c32-5e9e-a341-4315f9e6ccf4,736258,38,TRANSFER,52883.82,102642.0,4141971.55,Medium,0.75,2048,44.596166,45.1472114,1.2616243025438667,43.870364,46.672005,5
056650cb-a96b-5432-815e-2fcc7faddedd,3501725,259,DEBIT,3174.0,17374.0,1938247.6,High,1.0,4096,31.488615,31.5872668,0.5184336726252451,31.018268,32.392286,5
