transaction_id,source_row_index,step,type,amount,nameOrig,oldbalanceOrg,nameDest,oldbalanceDest
94dc0552-c337-5087-9d12-6ab55c270d00,389,1,CASH_IN,143236.26,C1862994526,0.0,C1688019098,608932.17
84bc550d-9bc7-5b80-81d3-906a3d089c2c,3,1,CASH_OUT,181.0,C840083671,181.0,C38997010,21182.0
84b2de13-d56e-5802-bbea-6a9c126d197a,9,1,DEBIT,5337.77,C712410124,41720.0,C195600860,41898.0
4c47fd72-93b9-5bbe-8da2-5611d12202e7,0,1,PAYMENT,9839.64,C1231006815,170136.0,M1979787155,0.0
538a51c5-17e0-5514-b8f8-4932adef1d87,2,1,TRANSFER,181.0,C1305486145,181.0,C553264065,0.0
22ec8097-3f82-5206-b27a-1716510f8a15,390,1,CASH_IN,228451.89,C1614133563,143236.26,C2083562754,719678.38
fd9f804b-556d-5363-a2af-a50d86cf6000,70,1,CASH_OUT,47458.86,C527211736,209534.84,C2096057945,52120.0
7cea622d-3b84-505d-9c0d-579d30336375,21,1,DEBIT,9302.79,C1566511282,11299.0,C1973538135,29832.0
dc657fb4-42d9-56de-8897-98d0fef45042,1,1,PAYMENT,1864.28,C1666544295,21249.0,M2044282225,0.0
0cfc0319-2ffc-5f74-b250-8430b05f4baa,58,1,TRANSFER,62610.8,C1976401987,79114.0,C1937962514,517.0
