transaction_id,source_row_index,step,type,amount,nameOrig,oldbalanceOrg,nameDest,oldbalanceDest
d96539ad-53b2-5ebd-a594-5d581c3f4c5b,4856602,347,CASH_IN,484579.89,C1453135213,498197.0,C2017807548,39972.57
68494fb0-9e88-5576-af76-a17a16452965,5588453,394,CASH_OUT,89308.22,C128005681,159846.0,C400666499,114736.04
7c0a0d00-fbae-5b99-a78d-b2bc37775dde,5183102,360,DEBIT,3894.26,C2039113751,34494.0,C1438696240,283440.53
7d0790c3-9c22-58d5-8fce-fe8cc41dcc5c,3383530,255,PAYMENT,15064.04,C637601638,226474.98,M408310484,0.0
b3c2fb87-24fb-563d-98d6-64887ac19170,896808,42,TRANSFER,46104.8,C1725640136,407517.15,C1391956953,355621.84
6a633e34-5842-59fb-b213-cb6b0d47df26,5211666,370,CASH_IN,35023.33,C1943088473,170224.0,C2083228673,7586990.0
5cab488c-fc87-590e-b92b-f6a390a28e7b,5679473,397,CASH_OUT,83522.16,C1896030380,152864.0,C518772041,0.0
c3ac405f-649f-5cf7-921a-bed0dbb413c2,253281,14,DEBIT,5119.72,C853041879,10113.0,C321055352,158338.35
dd65e59e-318a-5b61-909c-6f31f89a2f25,1347246,137,PAYMENT,15878.45,C443267649,69713.0,M1079229405,0.0
4229e081-2dc3-54a8-a11a-2bef1a3e29df,341598,16,TRANSFER,143011.81,C236681094,325720.0,C2040630243,0.0
f71949a7-2206-57ee-b133-513ed9e85aeb,3558865,260,CASH_IN,139610.72,C19991038,5702065.67,C1120357374,186353.07
401aae90-ce77-5922-bc4e-cbefcfea7e97,105786,10,CASH_OUT,185246.56,C1694694747,195413.26,C1919549402,1334374.96
16594c47-9402-56dd-8095-4fca5e228a15,6296516,673,DEBIT,1785.89,C26712628,99036.0,C1783982807,14365.45
aa1f248c-b42f-5ff7-b73b-ae6aa84570ce,5885084,403,PAYMENT,31395.11,C599545900,51910.11,M1536570032,0.0
4c046df8-09f8-510d-92d1-414ed259c5b4,6360740,716,TRANSFER,921393.95,C1878448827,921393.95,C765829328,0.0
1e3aaaad-794a-5c0e-8bd1-30a486532bb6,1446730,140,CASH_IN,317813.54,C674381789,3627668.94,C1208834384,8091209.21
451e25a7-5df0-5f51-84ce-104e5ebd748e,4685162,331,CASH_OUT,8928.26,C1205321186,9531.0,C2095342749,0.0
2ccf2e7a-abf4-57de-bead-3519274ffb90,963310,44,DEBIT,4301.46,C1000418948,29947.0,C1133407520,2171314.36
2aa6e3b6-b17b-53cc-ba0a-e5aa3bc90cd9,364130,17,PAYMENT,16275.48,C1984861837,151342.38,M1375891196,0.0
459553f7-a663-56ab-a69e-2038ea7ec774,6167592,552,TRANSFER,17090.03,C1034124212,86742.0,C624658434,2317555.34
a9784df1-59d1-5ed3-9e02-e62067d49246,2947392,230,CASH_IN,222970.31,C1399541248,17695389.86,C1375003340,1123728.61
4657cfb6-f0e3-5e55-826a-0ed9c60011ed,2507241,205,CASH_OUT,188974.3,C1669442919,348606.65,C320644805,1176475.76
56fa52e5-ac62-5ea5-bc4a-4d171532443b,4379950,311,DEBIT,36.23,C43303661,21173.0,C1531683626,1249505.06
283b5935-a00a-53db-aced-f81226d164f4,4057803,300,PAYMENT,372.1,C515161445,375.0,M1171498914,0.0
