transaction_id,source_row_index,step,type,amount,nameOrig,oldbalanceOrg,nameDest,oldbalanceDest
36f983d2-c3e7-5500-8814-615af9459f66,3138507,236,CASH_IN,52674.41,C5025233,57895.0,C2126053148,132481.99
fc335993-7e2c-5ea7-9d08-16796418d3ee,5451490,379,CASH_OUT,1865.61,C1685942190,57833.0,C291914810,1134687.67
a5f9296d-3efa-5bf3-b9a6-a6c444ccee82,6258023,599,DEBIT,484.97,C869247589,18618.0,C1018778448,126912.87
99a44ebe-dc46-55c4-b0ae-e0bdc9cdada1,898620,42,PAYMENT,1285.88,C814538360,20650.95,M1252864851,0.0
7e42cb6c-320d-5db5-98cd-17bed5640698,670616,36,TRANSFER,159910.55,C761311732,223420.0,C2113515873,27786.2
89dfa62d-d9c8-5a51-b401-d4f9136c9dad,4797881,345,CASH_IN,120228.02,C1659994215,104276.0,C93103087,0.0
bcfc6862-a78b-5dd6-baf3-5e48a3c8d56b,3499892,259,CASH_OUT,81364.99,C842090267,494780.0,C1689815830,96165.53
1cc79656-6134-5839-89a3-b092d57b3a4a,5479244,379,DEBIT,1975.57,C1539661806,13929.0,C36070451,118689.13
683df9da-9d3e-59f4-9a2c-4bc82fda6708,71719,9,PAYMENT,13381.71,C1771523736,2169656.79,M2041895012,0.0
a10364c4-735f-5754-bfa3-b876437375f9,1902464,165,TRANSFER,34495.22,C1677798354,50193.0,C663239320,1014083.52
f6ff0fe4-04cc-5668-820b-e40fb9d593cb,4515717,325,CASH_IN,60172.17,C1199236450,74932.0,C973646729,305893.82
28ce8a1a-6e37-5249-9545-b0b74bf3d634,1421863,139,CASH_OUT,33136.14,C241678357,84011.0,C1471012815,0.0
c79fb208-7d60-5e42-8c0e-40d347e79470,2888393,228,DEBIT,6948.48,C1243405927,121174.09,C378305481,445949.39
6f7bbe79-2418-5930-ad1d-e75c580ce46e,5131910,356,PAYMENT,7875.53,C2013681174,12097.01,M974555401,0.0
1f5df9f9-78fd-5097-a37f-eb5a97bd64ac,883545,42,TRANSFER,55952.43,C1355504143,1035784.38,C2022852618,557281.09
8263245f-0479-50e7-8d50-1b6d6c85852f,4627416,329,CASH_IN,332192.94,C551843360,1364527.41,C1571110297,567322.1
2e172956-2389-5562-84e0-93782593d673,4508440,325,CASH_OUT,143120.75,C899145731,415300.91,C1403471353,1000356.19
6948067b-4202-5003-b359-6ad4a0a977de,3589231,262,DEBIT,581.55,C1700611049,22253.0,C1851490021,1098859.75
c09608a2-68d8-506e-a00e-17e223eb67c7,4231719,306,PAYMENT,8618.94,C1780628326,60405.0,M1747695876,0.0
3a26f065-7e73-59a4-9eef-d3025b75f0b1,3550263,260,TRANSFER,42973.69,C532934557,98964.66,C1185137049,200780.56
a27d184d-5d28-5052-8dad-eb24df6a1c6b,4761350,334,CASH_IN,89842.18,C2088454308,60261.0,C1307875925,0.0
1d940974-5708-559c-8fba-f9215072442f,3408110,255,CASH_OUT,369918.66,C278209431,424482.0,C1641337969,585540.38
532cb3d3-5f9c-59aa-ba03-f6e2230b8058,4604924,329,DEBIT,17013.57,C869182694,23775.0,C197997789,3691137.82
c81a0acd-7db3-588b-9a44-72dfd46c70e2,5563816,393,PAYMENT,48946.76,C2034322712,479526.04,M80052277,0.0
429eb853-c7c6-5415-bfd1-c914b810c526,3812782,281,TRANSFER,26674.04,C1739803593,607547.0,C621257712,526908.14
4e1f5d0d-dfac-5477-800d-f585f8e4cd51,3053751,234,CASH_IN,15635.81,C257761426,29945.0,C136530383,427056.89
e8bd2556-4d56-5a15-9831-db93ac828a60,849140,41,CASH_OUT,422620.81,C200870400,518513.0,C1106020404,0.0
6b80f56f-40da-5f35-bdcf-37280fefba87,5983769,408,DEBIT,1154.23,C1739310542,200729.0,C804646229,210724.74
