transaction_id,source_row_index,step,type,amount,nameOrig,oldbalanceOrg,nameDest,oldbalanceDest
b2e8b000-e7b9-5e46-b821-a1e00588d172,5704740,398,CASH_IN,149127.91,C105871802,13539.0,C289817866,0.0
819df10f-978a-5635-8121-5e8d3bbc0eef,1557171,154,CASH_OUT,16462.15,C2008481040,20824.0,C1138907189,0.0
1f47ac5d-e35b-593b-aecd-703ce08c8f11,4671532,331,DEBIT,2281.7,C1372643594,11892.0,C196437198,1979600.97
88306d08-04f2-54f4-89d3-c64b6b2958e5,5429467,378,PAYMENT,1619.53,C935585088,335483.69,M517231380,0.0
7ced6272-7cf5-5c0c-913a-684cad85367e,5472127,379,TRANSFER,59245.28,C1544193215,704184.0,C1246272,35433.93
f2469e5e-b855-5f4f-bc5d-49bebb618767,1647469,158,CASH_IN,100943.79,C1191339720,3733426.31,C821597497,717871.02
b7e586fd-8a89-5464-b0a7-b1e3b6a12f47,2499929,204,CASH_OUT,291098.02,C14645286,332785.0,C2023672105,0.0
5b836fd8-e7e6-5c35-8826-28cb27241912,2556520,206,DEBIT,4355.93,C1913883156,50052.0,C2027323302,71910.42
7aefde7b-09fd-5fe0-8e11-cc80dc966248,4535342,326,PAYMENT,15354.77,C1156953946,51625.0,M742471532,0.0
0531499a-3c32-5e9e-a341-4315f9e6ccf4,736258,38,TRANSFER,52883.82,C933086125,102642.0,C413046895,4141971.55
f9e43946-1516-5216-b216-e2c36f6ccc92,5493708,380,CASH_IN,359022.21,C1508985346,51.0,C531316536,0.0
aec0ed2f-99e9-595e-952d-c532d30e990a,139527,11,CASH_OUT,277987.54,C87066456,3069097.81,C1228525626,74353.78
34f66708-03e7-54ce-96bd-68fb55af9d91,2059543,181,DEBIT,1563.45,C1817646879,44811.0,C1317324562,674145.43
92b6cc78-32ce-567d-a1af-b731430c349c,5730654,399,PAYMENT,5650.27,C582934695,9386.0,M1052748185,0.0
c342d7e4-ace2-5eea-a8a4-30b4ce3cc1e0,5194801,369,TRANSFER,32952.45,C1279673403,149311.0,C1282914491,862216.83
0331c0ca-4ed3-5b7e-9af1-ea42c5f3eea7,3578930,261,CASH_IN,41326.83,C2014433616,4682433.83,C796643654,595446.11
5baa184a-7598-5583-9a53-53c4490596ee,2971916,231,CASH_OUT,34624.31,C262074248,458468.0,C310738313,0.0
19f1d0d1-9e4e-5555-9e8e-4adf8816013d,1770718,162,DEBIT,1815.98,C1775179593,20717.0,C435704733,328325.26
3ed8e8db-be14-5580-89f7-47a39a199b50,5258811,372,PAYMENT,5384.12,C1542365353,17340.81,M387554995,0.0
d4a154dc-e5b4-50eb-917f-3cba3c8c029b,3791531,280,TRANSFER,149523.6,C1976039393,327835.11,C236492026,1254058.18
5e5af274-2b10-5877-930c-747dbafbff36,5689603,397,CASH_IN,113526.9,C498457174,64668.0,C758573224,1675000.79
ebb37b20-0a13-57a8-8655-3d2e47c92a76,4289049,307,CASH_OUT,45594.15,C263014374,621942.89,C1643019761,2055762.47
79c82d0a-670a-529f-bfb1-a99c6b1ca4f1,3890269,284,DEBIT,4331.94,C653153587,50465.0,C1140387416,1020550.74
9575bee5-73b3-555f-be33-278d972e6803,1003076,46,PAYMENT,13022.74,C56884217,25480.0,M1816296798,0.0
868d64bb-2baa-51d3-be5c-e5adb802c138,3958612,289,TRANSFER,25572.71,C1156253934,99683.0,C1923703983,791074.48
3ebb052d-8ccf-5e8c-aaa2-20876c39c1cf,2003357,179,CASH_IN,329872.08,C444776802,13029.47,C1687372398,330372.02
03c2d846-b2d7-57e1-8ffc-2c800782ab44,753450,38,CASH_OUT,4057.77,C1325505599,253560.0,C1873375406,0.0
aff4c9d7-c8c2-5ae0-94d5-38756afd7e0a,5989614,416,DEBIT,4631.05,C1371675935,103783.0,C1696505996,19999.27
f1348a6c-fe00-517a-9b99-df4faba88270,593087,33,PAYMENT,32902.56,C17367444,203028.0,M2064066595,0.0
ccd7cefa-fa25-5ec0-bf68-ecc6d5fe25b5,108049,10,TRANSFER,127545.01,C1707083245,160114.6,C55542957,762313.29
027edc78-b22f-5a49-8bea-93a58d26fd20,423942,18,CASH_IN,307940.66,C805930215,99324.0,C1372242729,71066.14
55b7806d-cf0f-583f-a2a6-d3aaf3b7acdc,1229632,133,CASH_OUT,77395.07,C453482432,508447.0,C1772895422,6255717.23
e9d650d4-0af4-524c-bf9c-4def79283d34,1767067,162,DEBIT,2895.05,C1440483049,232238.0,C2116402649,174999.64
b2729870-e175-5fa3-99e6-b0231930830b,562461,22,PAYMENT,14685.98,C1581808415,21097.0,M2076899756,0.0
1c455fd7-6cc3-5e27-941c-8ceaa589c546,3697536,277,TRANSFER,191427.4,C395023156,191427.4,C1879166409,0.0
af29f04f-e7df-516c-afb9-2ffb4a95c393,4815367,346,CASH_IN,176286.1,C1252522669,28960.0,C112337479,240692.87
677e7211-e09f-56e2-895e-705f23364165,5684251,397,CASH_OUT,22695.31,C864313209,50126.0,C634308036,0.0
dadd00c9-1ec1-5dc7-81cb-272880c321d0,1768413,162,DEBIT,3690.82,C803473255,108153.0,C1197448940,340538.96
b4483670-2a6b-5666-a8ca-0dd5dbfd3b4d,3369328,254,PAYMENT,767.07,C423525516,10698.0,M1062337905,0.0
