transaction_id,source_row_index,step,type,amount,nameOrig,oldbalanceOrg,nameDest,oldbalanceDest
4411648a-cb96-5dac-b7a9-c5682ebaba47,2770766,213,CASH_IN,309570.18,C1699747943,511976.0,C113139641,884762.04
64f027b7-b623-57ad-9445-e5cb9f8da8bc,6082386,522,CASH_OUT,35823.48,C2124619566,300664.0,C1866058125,818227.73
963c60ed-7a43-5f99-8fd6-b6ed50ab0783,1546194,154,DEBIT,4796.84,C2144241735,21321.0,C764778712,197922.95
ca8775ef-acf3-53dc-b730-a1083776b799,5570905,393,PAYMENT,49423.68,C687315693,260691.0,M1037351202,0.0
044c92c1-f354-5ff1-b135-2fda326aba5d,5334917,374,TRANSFER,198545.14,C1127143209,200879.52,C799001651,1886080.78
6e52bc67-6908-56a5-8818-929f64a1f7b5,256680,14,CASH_IN,97999.01,C222020943,3458789.23,C539486713,13258725.2
174a421a-ff17-5579-b9a9-1eaf6ceff1cb,2539497,206,CASH_OUT,16903.49,C301269666,49659.0,C1846595642,1998532.26
01440b5a-8496-54c3-acb3-e315e21312d5,4556081,327,DEBIT,16747.31,C1894005027,20525.0,C817452120,5251212.58
f44cb27e-2fb5-5d82-8458-bfae3fecbd55,6195862,573,PAYMENT,9262.82,C1714966257,32780.0,M1755901082,0.0
4efe1b98-da81-5c6d-9aa3-5f2ad1fe4529,294213,15,TRANSFER,498921.27,C58731647,513888.0,C569640398,72218.15
04147f2c-067b-5551-99e6-2a9106a91ad3,801755,40,CASH_IN,176042.2,C1259553704,12346.0,C519957188,1439362.22
743829b9-3a0f-5607-b42b-5e604862cfbc,1896775,165,CASH_OUT,89916.95,C417910304,207256.0,C1438513689,1944616.54
5ef8135f-a72b-55cd-82ca-30d2be11c3a6,516331,20,DEBIT,306.95,C1322658316,10557.0,C1059777718,323716.73
5411e666-5a63-5f28-a5a2-7bc1f5150776,143281,11,PAYMENT,14518.74,C968487376,50952.0,M18220222,0.0
184d4859-a155-50e2-ae74-c7bbd96d08ef,2336608,189,TRANSFER,41976.98,C752428266,82320.0,C1173119150,478949.12
9b25f824-b287-5c77-87d3-48fe5318e3c6,4268909,307,CASH_IN,363270.19,C1855038213,5857318.86,C395188515,861483.94
1eae0c5e-b84b-5a44-97f4-2c5c3fa03d68,3061076,234,CASH_OUT,87956.98,C471248395,218394.0,C2076844101,0.0
