transaction_id,source_row_index,step,type,amount,nameOrig,oldbalanceOrg,nameDest,oldbalanceDest
122118bd-1707-5e1c-9522-d9f0df13190e,1291135,135,CASH_IN,92664.78,C24464775,26941.0,C368380199,0.0
b1eb8a6c-70b8-57a1-8625-24378b2341ef,4815733,346,CASH_OUT,247762.84,C1538787594,270823.93,C2092747918,942422.7
96f3544a-a587-55e2-9e96-879383d8a2d7,2786330,215,DEBIT,2547.19,C135834782,210572.0,C77611658,765185.03
986e8860-7011-57c8-b78e-df72d99e1aa3,3863251,283,PAYMENT,13764.64,C493410823,599706.69,M1331973587,0.0
e34eaf54-508a-5e85-875a-7c2756f6841a,2396423,201,TRANSFER,162190.13,C1801396694,200377.0,C669037637,3728927.05
7eb964d8-e0d7-58b0-a92a-4f9f86c93fef,660455,36,CASH_IN,34550.1,C674825719,53789.0,C778895604,41999.0
e2fb3c12-5089-55ff-a7ca-758dea5b038d,676789,36,CASH_OUT,120156.09,C930288414,243144.0,C520462832,1351415.84
282ccca9-f3f2-5b5e-bf6a-99c77d7e91f4,1213917,133,DEBIT,5197.3,C1116300100,26292.0,C2067933676,121695.79
bb58e0f7-4ead-5563-a6d7-4ecc594f711f,442933,19,PAYMENT,12172.7,C952685941,308591.0,M1062167127,0.0
774638a3-4cdd-59dc-8f1c-3f2319b4e805,480878,19,TRANSFER,151156.59,C264873558,226107.4,C1915307283,1328844.45
6d1dec28-aa4a-5b38-bd40-8eac146c9493,5792844,401,CASH_IN,53548.75,C377984310,571381.79,C21977314,165564.79
ccf0bbb9-7374-5d59-93dd-c1f124da5a97,4093825,301,CASH_OUT,45461.46,C762588576,93330.0,C494911468,61112.08
392c7d8e-86a8-5c33-b71e-d1f21cbbda82,587960,33,DEBIT,2341.43,C2072090567,10165.0,C359585954,38762.74
05089c32-86d3-566e-8442-8504f02a4fdf,1619522,157,PAYMENT,160.04,C2050093512,101598.0,M1950461349,0.0
0efdb3bc-4c33-5b83-ad74-4ad1996df7e6,1185853,132,TRANSFER,707995.07,C1223456875,1022679.8,C1657291621,872785.63
81e36e4a-f760-5774-8bfd-52861f05f6ba,805623,40,CASH_IN,145651.91,C1913512484,74.0,C2038892011,0.0
8c1ab59f-906d-5c94-a21f-d4ccae4f61e5,1782215,162,CASH_OUT,112431.52,C1581447946,173431.0,C1374705406,127619.15
3dd4141a-5e24-50dd-8cc7-29c9dae5058c,2562272,206,DEBIT,2576.41,C428594314,10481.0,C1585448050,87922.42
ef583ab9-e43b-5cc9-bb94-0d7526855dc6,5392495,377,PAYMENT,9677.05,C1788957149,31872.0,M221892398,0.0
92f6d485-0ba0-58e3-b3d7-ddf1e60ce849,4427442,322,TRANSFER,379072.23,C1933250718,614193.0,C1225558057,131858.27
c82a869b-cc00-58ce-89ed-75f1512cc1fb,1644848,157,CASH_IN,54356.34,C2077027317,12074421.76,C1309558956,347955.11
aa8dcc99-bbaf-547e-97c7-cca992af11df,1107335,130,CASH_OUT,3864.29,C59243393,297757.0,C2080101195,1798675.65
60b21c7f-6e2c-5538-9dbc-4cfcd985e703,4952594,351,DEBIT,6748.82,C1162860626,11384.0,C1062376616,1401585.54
2a028d4f-843b-5236-9bcf-9db0987f73f5,4558125,327,PAYMENT,3795.49,C1798411954,64083.62,M986798356,0.0
db7af9bf-0fef-56f8-85d7-c40e5ef1507f,1156757,131,TRANSFER,52027.51,C840797104,312387.0,C2019638342,243324.26
950d1f4a-eb7f-59b9-9e3e-61997d84c79a,2089298,182,CASH_IN,286866.6,C408095460,6988316.93,C111311560,4770035.06
cb85f853-2679-5b47-8367-46751015e7bd,6232915,594,CASH_OUT,51932.46,C1894461599,117661.0,C1401705940,0.0
dae1ffbc-22cc-5f26-a40e-563ff733dd0e,5859262,402,DEBIT,88.84,C124545272,21761.0,C362638311,41348.38
27ed83b2-be03-55c4-bb3e-2747d6f11d3e,3382400,255,PAYMENT,2405.52,C1149717574,430181.08,M131960665,0.0
16532eb4-80bf-5b0d-bc9d-e6a55497353d,2547310,206,TRANSFER,169504.89,C2025457623,213626.57,C758250889,183862.47
7f113616-76c1-5702-950b-4b2d17a8e09e,2780606,214,CASH_IN,23729.77,C1505356922,3546186.37,C1635614657,1781224.2
91728ed0-836a-50f3-a85c-d4c184b6f50d,6245552,596,CASH_OUT,23557.68,C952415913,26238.0,C1487030712,0.0
442336dc-4c7d-5168-a98a-0e5cd4740dcd,4725136,332,DEBIT,1613.15,C2052842153,42886.0,C578783295,355923.53
f49c0dbd-d96e-550e-afc9-e0510695a5c1,524258,20,PAYMENT,244.17,C1244111056,52835.0,M857967949,0.0
8de29408-2126-543d-8fc4-989002f3a20c,6196826,573,TRANSFER,62003.25,C184437917,133438.0,C381520421,367819.9
b55b4b10-7f8a-5484-9b25-5a0c4ba5c944,2347653,189,CASH_IN,42690.69,C593572745,4510357.93,C530357929,11213206.56
71d2a63d-3b9d-53ae-ad85-31c6a9a7a391,2985076,231,CASH_OUT,353600.45,C1876899240,607596.0,C1289488836,0.0
82acc271-3a90-5bf6-a0ff-0f1342b75b64,3191328,241,DEBIT,2339.31,C975525775,41717.0,C151920735,973904.12
c52535e4-772c-5723-97f8-34f24a54e8ee,5971955,407,PAYMENT,6187.05,C146474266,160006.0,M1505262414,0.0
d427b63b-542f-55ef-a18e-e443bf2f00fc,2141133,184,TRANSFER,165569.72,C66122866,206228.0,C52080455,11782579.55
bcbc45ea-d316-5e08-97a4-290b5edb5260,2965025,231,CASH_IN,18819.7,C1847753519,14957859.64,C1390827289,171279.25
2bc16360-50db-5aee-a61b-29068ec46191,1548730,154,CASH_OUT,42807.01,C1639091085,73011.0,C289372353,570616.0
f00492e7-b7cf-55d3-8658-7bd746964027,1250520,134,DEBIT,1671.64,C1665232539,29607.0,C1465056460,919385.49
f49e38e6-9c7d-533b-9d34-c016c436ebf3,756202,38,PAYMENT,4201.86,C542585947,113282.74,M1725682910,0.0
631dca55-1dac-5020-b137-a5a23fb07420,102613,10,TRANSFER,535365.87,C347875386,658431.05,C305833151,938807.07
fbf14efc-3c14-5235-bf26-e8deb578edf2,583307,33,CASH_IN,438289.44,C202827710,893521.53,C488624810,6758965.51
cd3612ce-0917-50d8-b86d-fba3445f438b,6064738,505,CASH_OUT,105027.49,C935647592,119791.85,C1716335240,6432898.91
758f425d-d4d9-536f-b0f5-ac7b29393cda,1062963,119,DEBIT,929.39,C1688720449,5045.0,C490354376,543892.35
45119a3f-834f-5cef-9ecf-012b3023a199,5877566,403,PAYMENT,348.92,C1342164177,247125.0,M1363915019,0.0
a401f657-d73b-500a-ab61-073cb118549c,3742557,279,TRANSFER,462882.82,C911684955,680874.0,C1584817658,0.0
3d7eab65-5ab0-5a83-932e-4ce7eb1ce406,2194795,185,CASH_IN,41572.59,C594254495,179605.0,C547055928,0.0
2182c8ab-233e-5794-bf9a-b805cccd087f,1547627,154,CASH_OUT,19109.57,C1774976584,179763.0,C939133514,1580886.45
eafc5389-e1b0-5380-842d-43b9eb97e4fa,3364013,254,DEBIT,2490.87,C314286650,15231.0,C323227296,3135961.03
a83cae23-fcf2-5583-b279-a1a5af4768e1,2152065,184,PAYMENT,799.05,C67565347,140366.22,M839384827,0.0
cc5750a9-8e1d-5dd6-a111-05f6764fdff7,4267341,307,TRANSFER,3170.98,C529323989,14902.0,C1217613416,28291.06
4b1199a1-d187-571b-b870-739a707d2ec7,2529209,205,CASH_IN,45586.34,C867453133,10125.0,C1802901522,0.0
4e076bd8-c0dc-57f1-93c4-269e95a4cb8d,972598,44,CASH_OUT,39440.95,C1708672718,40188.0,C757534983,0.0
e04e9c67-99bd-5543-ab47-58a49eed3461,2310578,188,DEBIT,2384.53,C359716725,20990.0,C1483666667,5726.25
390a9fa5-8097-5880-8bba-3516ba408373,2455614,203,PAYMENT,6267.56,C1819452011,110357.24,M167879431,0.0
71df24e8-b7a4-5eec-aef5-54d8273946b4,5760405,400,TRANSFER,306243.37,C1548358245,364209.0,C1362818610,0.0
a8ef0461-63b8-5632-9146-f0a078f55786,4018338,299,CASH_IN,236152.45,C384100795,71688.0,C56243743,1813245.09
e8d558c5-255d-52ab-8856-761a19abf2e0,2764672,213,CASH_OUT,158457.08,C989070066,201186.0,C1322290638,0.0
9e10df8d-ae2f-55aa-a68b-5601d04eedf3,3310571,252,DEBIT,536.81,C342728389,140950.0,C992936754,43302.38
2095851f-46b0-5439-9139-f8aa85034077,4610330,329,PAYMENT,13576.26,C1979852244,245392.49,M1913083704,0.0
077472d9-90f6-5173-aaeb-5fa51f9684f5,479380,19,TRANSFER,21092.96,C550294144,30476.0,C290734766,202524.97
0bd78f65-b6c9-5916-8278-ccecc0039ab2,1106008,130,CASH_IN,39677.4,C43135845,9012003.18,C2006241481,935374.96
ed7cb430-ff65-515f-ada3-96b92f708940,4245502,306,CASH_OUT,100435.32,C635793080,161949.0,C814224185,0.0
1ff689b3-6ba5-56fe-b8fb-8fdc609c53b6,5235468,371,DEBIT,2567.17,C1103675311,20709.0,C114897593,204977.56
45e3c8a3-d110-5da0-b421-392b0c2e5a4f,285334,15,PAYMENT,20220.49,C1744938333,64124.26,M575569258,0.0
6ae68cff-24ce-54f4-aebe-c2b1e34af9a9,3181431,239,TRANSFER,536258.69,C537972414,545695.0,C595300463,0.0
93781cd4-9f05-5c6b-95a1-8753282bb816,3613556,273,CASH_IN,235762.32,C1565762330,7885940.6,C2130872679,6866051.98
67a7eec4-0a8c-5a97-bf5f-a2730e26dd04,3853867,283,CASH_OUT,17358.38,C1039255774,45455.0,C2123742401,2849666.97
