transaction_id,source_row_index,step,type,amount,nameOrig,oldbalanceOrg,nameDest,oldbalanceDest
3a4cdd1a-cad2-55a7-bded-41db175f6115,5569332,393,CASH_IN,164255.13,C1874836381,15089.0,C823497843,0.0
c85084a5-9850-5458-b1ed-4fc22c80703e,3251164,251,CASH_OUT,137422.26,C463702609,408590.7,C696834512,895148.43
6d629a4c-fd39-5eac-a4e5-4fbfb5e7d899,2123694,183,DEBIT,3590.57,C658778741,118039.0,C599885006,13189.19
58332f6a-b247-5419-ae5c-b44aad21a282,3590503,262,PAYMENT,5514.0,C375412820,11413.0,M461129221,0.0
da9dd7aa-fe85-5e2b-ab65-b1a0c973cdf3,3874073,283,TRANSFER,161440.24,C301275973,187228.0,C1573253709,0.0
39b5f649-fc3c-5de6-bbab-1a12422f73da,5439590,378,CASH_IN,4948.4,C882359414,31943.0,C316140081,84657.6
12e33a49-5163-501c-a70e-c442ef7c445a,5887150,403,CASH_OUT,35621.14,C562906286,191256.0,C1326509452,756442.68
a4a8fc5c-bcd8-5701-9b29-a99d0088e6b3,451469,19,DEBIT,884.36,C1940953761,51690.0,C973483432,174543.43
8c8e4412-1f89-5c66-9733-6ec2e1bdac4a,2366325,190,PAYMENT,2593.58,C536936245,11049.0,M299215712,0.0
ab7375e1-7ede-51f3-b908-a74ef1e5da46,2316611,188,TRANSFER,246400.72,C2023681800,803016.0,C914980183,723372.97
81262be0-c054-51a4-aacf-4b2ebb53fa4d,4519813,325,CASH_IN,12365.26,C433748589,4491565.28,C1659406039,336442.85
942e1e4a-32af-5630-a079-cd60ee7843df,3446848,257,CASH_OUT,192058.98,C1789267919,212606.0,C1650350862,42390.42
31e6944c-29b7-55d1-8487-5d2d17ef3627,4698909,331,DEBIT,2373.67,C1233484057,13736.0,C2082607308,63683.66
ad5ed959-d618-5db8-8417-b87147c32586,5714521,398,PAYMENT,12407.94,C954247132,121910.43,M142194091,0.0
689465b2-1b0c-5319-8652-72985a272575,1594350,156,TRANSFER,36751.66,C523795407,145698.98,C1792016053,1578109.58
52ae4d57-4a9b-5ed4-ac7a-40f98ad53cf8,2797928,217,CASH_IN,69157.52,C411624373,8576780.1,C748143522,571137.18
85571f4c-f855-5abd-9844-759e6e74bb65,5000100,353,CASH_OUT,141052.16,C1850747140,143983.0,C938090010,111057.38
c313f7b5-b8af-5d70-ac7b-f8c4c59afda1,1684393,159,DEBIT,2112.05,C1149619314,175798.86,C839431155,251364.74
9303d632-4d64-5b4e-a423-8a4de696f38e,562222,22,PAYMENT,3386.47,C1163607504,516851.0,M1400988738,0.0
7d07b607-ba2d-5e4b-aa87-4b1946a4896b,5972889,407,TRANSFER,142404.8,C344315736,406915.0,C1769154084,2878380.57
44aa37e4-dee0-5fab-801c-ad05c8679e55,4595295,328,CASH_IN,227939.93,C181934335,320417.62,C91195311,307672.47
b64c90b4-7f83-53eb-bea9-c9faf11f7e51,4274783,307,CASH_OUT,19168.54,C1773498254,21351.0,C443226827,7673814.0
3fd8cab6-c6e6-57c3-9a43-2158a9502e61,1984136,179,DEBIT,369.76,C379021981,2067.0,C1562349196,45616.24
c0900f14-85de-5f63-983e-bfc49e31234d,1020465,47,PAYMENT,40093.12,C1074954198,252110.87,M42374477,0.0
12436bc8-1fda-500d-a0fb-3e1bfe9790b5,6253005,596,TRANSFER,89374.56,C268908021,147872.78,C901974436,1083419.44
c6693a88-1a8e-5cd7-a59a-6f58053b6dfa,1017344,47,CASH_IN,72960.64,C2027057312,8857269.14,C1366662857,138283.7
d84f751a-fb4d-5cfb-bf3a-818a5341f566,3522046,259,CASH_OUT,5584.93,C1002925779,36084.0,C1879571233,816141.66
214eff1f-554f-5805-8eb8-0ceee044fd09,2562976,206,DEBIT,318.85,C913971034,15105.0,C2023485004,200248.34
ce45be9d-5c10-57ca-be6f-9285e51021f2,2543095,206,PAYMENT,3007.04,C400904601,106694.0,M543777398,0.0
3688d699-da7c-50c3-a693-c6cced2b247a,4708301,331,TRANSFER,401749.37,C1618899960,602269.0,C475651169,0.0
60c708fb-7463-52e9-96b5-b50c816fcb7e,1395732,139,CASH_IN,295865.89,C231308598,2805082.19,C1635575233,641332.4
321239b3-1a43-5628-9452-8cf98a400013,2527943,205,CASH_OUT,16317.7,C1910100905,438263.0,C648812708,0.0
26ffec8b-241c-5f3f-aeb7-3df362d2eb95,5972896,407,DEBIT,4388.14,C392501476,6600.0,C1819737944,436840.08
69fbceb4-cd5e-5845-bad0-e13a158899cd,578622,33,PAYMENT,6175.7,C461200961,22304.0,M2053455847,0.0
66cdd846-d032-5ee7-a8be-c925a5a1231f,5108293,355,TRANSFER,26347.18,C435235336,107763.48,C278119128,5174626.23
d22b9a01-a2e8-50d3-947d-11d61a2be4a5,5067882,354,CASH_IN,290206.77,C647736044,5714813.91,C9968976,9476733.32
9371da9e-e454-5717-8021-b6ce908e0468,3153524,237,CASH_OUT,49183.93,C1548257927,76882.0,C1805475390,161890.02
aed53e97-d692-5d8c-bf0f-90e597964acc,660465,36,DEBIT,2237.23,C1231791332,266984.01,C1099150090,4418.47
45adfa5c-351c-55d2-a06f-3455cba9c7cf,1893616,165,PAYMENT,21730.98,C1488454017,47696.36,M369978728,0.0
553317d2-cdb9-54a5-9289-aabfce273dab,884051,42,TRANSFER,13276.81,C367879818,242578.0,C293327913,4887286.95
47db0cd4-c767-54e2-abfa-82abfef09f8c,2946399,230,CASH_IN,153391.14,C368784307,2424354.78,C1920850794,252219.3
7730198b-eea8-5f08-bd4c-6d46bf87c819,3887487,283,CASH_OUT,150191.15,C970560722,457857.0,C537503062,0.0
7e7a209f-b2dd-58a7-8df0-ff03e223de42,3192174,241,DEBIT,2065.27,C811367121,18371.0,C823188608,2233128.61
dfa6e9ef-fd43-5beb-b3d3-cfea5fffb614,2660927,210,PAYMENT,1671.42,C1032799279,24617.0,M611139290,0.0
3e98491e-a94a-57a8-bcae-987000fddd52,1766820,162,TRANSFER,59522.34,C857987952,69762.0,C85060710,0.0
abaf765c-2cf2-5dfe-9beb-63146577c92c,5017772,353,CASH_IN,415044.72,C1627002654,5038464.67,C1302307559,3585656.2
24897818-2c71-5573-a17b-c7596e94bc4e,3039934,234,CASH_OUT,4981.85,C1699703832,45307.0,C193826743,8800925.01
c9232b23-6107-5924-86d2-28a3c92733d7,5986492,408,DEBIT,3564.32,C7537303,32408.0,C1329415983,377591.86
99ced5de-e468-52de-b028-64d5c178c99f,95854,10,PAYMENT,19358.75,C284073962,62651.0,M1600690541,0.0
5f6bc0de-3f05-5189-b5d0-1ea18e4e9175,3880475,283,TRANSFER,39310.13,C1456475545,51302.0,C1519414323,575993.51
475a5a50-0621-58d2-818a-c08da3d9e3bd,4368925,310,CASH_IN,50335.19,C2067678000,5708644.37,C1439684617,294069.41
961986dc-0142-57fc-9074-b29af5bc49ee,4668033,330,CASH_OUT,27664.1,C1301702556,87856.0,C224713062,583878.09
096b21bc-bbb4-5254-b3e5-e130aff24b8f,820789,40,DEBIT,1875.83,C2065081714,29380.0,C1281855264,3297617.91
bc1f45da-9317-520b-a008-2498be4ec9d2,448530,19,PAYMENT,4088.88,C1522223760,52791.0,M950454172,0.0
