transaction_id                      , source_row_index, step, type    , amount   , oldbalanceOrg, oldbalanceDest, node_profile, cpu_limit, memory_mb, service_time_ms    , mean_service_time_ms, std_service_time_ms  , min_service_time_ms, max_service_time_ms, n_successful_runs
4c47fd72-93b9-5bbe-8da2-5611d12202e7,                0,    1, PAYMENT ,   9839.64,      170136.0,           0.0 , High        ,      1.0 ,      4096, 0.179913           ,  0.19305529999999999,  0.04737476952520896 ,            0.146376,            0.288687,                10
4c47fd72-93b9-5bbe-8da2-5611d12202e7,                0,    1, PAYMENT ,   9839.64,      170136.0,           0.0 , Low         ,      0.25,      1024, 0.1347735          ,  0.1337235          ,  0.01964165997878545 ,            0.109361,            0.171419,                10
4c47fd72-93b9-5bbe-8da2-5611d12202e7,                0,    1, PAYMENT ,   9839.64,      170136.0,           0.0 , Medium      ,      0.5 ,      2048, 0.3950755          ,  0.4076315          ,  0.062166922280528995,            0.344119,            0.514405,                10
538a51c5-17e0-5514-b8f8-4932adef1d87,                2,    1, TRANSFER,    181.0 ,         181.0,           0.0 , High        ,      1.0 ,      4096, 0.25373650000000003,  0.2324687          ,  0.0588090246627921  ,            0.146487,            0.327537,                10
538a51c5-17e0-5514-b8f8-4932adef1d87,                2,    1, TRANSFER,    181.0 ,         181.0,           0.0 , Low         ,      0.25,      1024, 0.14557599999999998,  0.1537956          ,  0.032693132704659005,            0.118979,            0.210457,                10
538a51c5-17e0-5514-b8f8-4932adef1d87,                2,    1, TRANSFER,    181.0 ,         181.0,           0.0 , Medium      ,      0.5 ,      2048, 0.374794           ,  0.4239846          ,  0.10602701905772258 ,            0.348763,            0.687523,                10
84b2de13-d56e-5802-bbea-6a9c126d197a,                9,    1, DEBIT   ,   5337.77,       41720.0,       41898.0 , High        ,      1.0 ,      4096, 0.1833345          ,  0.3144242          ,  0.320937374986599   ,            0.166737,            1.206658,                10
84b2de13-d56e-5802-bbea-6a9c126d197a,                9,    1, DEBIT   ,   5337.77,       41720.0,       41898.0 , Low         ,      0.25,      1024, 0.1943095          ,  7.7466236          , 23.70722972475805    ,            0.136812,           75.217634,                10
84b2de13-d56e-5802-bbea-6a9c126d197a,                9,    1, DEBIT   ,   5337.77,       41720.0,       41898.0 , Medium      ,      0.5 ,      2048, 0.38115350000000003,  0.4398522          ,  0.21187896205658974 ,            0.331729,            1.035705,                10
84bc550d-9bc7-5b80-81d3-906a3d089c2c,                3,    1, CASH_OUT,    181.0 ,         181.0,       21182.0 , High        ,      1.0 ,      4096, 0.1706315          ,  0.1779613          ,  0.02329525778660636 ,            0.16003 ,            0.234118,                10
84bc550d-9bc7-5b80-81d3-906a3d089c2c,                3,    1, CASH_OUT,    181.0 ,         181.0,       21182.0 , Low         ,      0.25,      1024, 0.1150805          ,  0.1177029          ,  0.007667003216526141,            0.109362,            0.132269,                10
84bc550d-9bc7-5b80-81d3-906a3d089c2c,                3,    1, CASH_OUT,    181.0 ,         181.0,       21182.0 , Medium      ,      0.5 ,      2048, 0.3294055          ,  0.4041215          ,  0.12493961956192189 ,            0.301756,            0.620404,                10
94dc0552-c337-5087-9d12-6ab55c270d00,              389,    1, CASH_IN , 143236.26,           0.0,      608932.17, High        ,      1.0 ,      4096, 0.554224           ,  0.7768961          ,  0.4759309737963759  ,            0.487392,            1.944734,                10
94dc0552-c337-5087-9d12-6ab55c270d00,              389,    1, CASH_IN , 143236.26,           0.0,      608932.17, Low         ,      0.25,      1024, 0.530025           ,  8.061833           , 23.547902985866127   ,            0.429786,           75.077248,                10
94dc0552-c337-5087-9d12-6ab55c270d00,              389,    1, CASH_IN , 143236.26,           0.0,      608932.17, Medium      ,      0.5 ,      2048, 1.697408           ,  5.1067865          , 10.814282728196348   ,            1.260359,           35.863522,                10
